"Time Step","Softwood Merchantable","Hardwood Merchantable","Softwood Other","Hardwood Other","Softwood Foliage","Hardwood Foliage","Softwood Fine Roots","Hardwood Fine Roots","Softwood Coarse Roots","Hardwood Coarse Roots","Aboveground Very Fast DOM","Belowground Very Fast DOM","Aboveground Fast DOM","Belowground Fast DOM","Medium DOM","Aboveground Slow DOM","Belowground Slow DOM","Softwood Stem Snag","Softwood Branch Snag","Hardwood Stem Snag","Hardwood Branch Snag",
0,0,0,0,0,0,0,0,0,0,0,0.605166018009186,1.3397970199585,10.5871095657349,8.91304683685303,9.20266437530518,14.6654796600342,82.4762191772461,0,0,56.5373497009277,20.5082302093506,
1,0,1.239112258,0,1.706102252,0,0.2180823237,0,0.8222231269,0,1.628226042,0.389899432659149,0.485089957714081,10.2337350845337,7.20482110977173,10.45969581604,15.3420629501343,82.7546157836914,0,0,53.3600921630859,16.6895847320557,
2,0,2.649957895,0,3.059195757,0,0.3662491143,0,1.097462416,0,2.563188791,0.452323943376541,0.261315047740936,9.6873607635498,5.83559465408325,11.5571222305298,15.9333333969116,82.9032897949219,0,0,50.3702697753906,13.5972347259521,
3,0,4.097539902,0,4.221688747,0,0.4894295931,0,1.267038226,0,3.333188057,0.574137151241302,0.211046561598778,9.03372192382813,4.73668146133423,12.5086441040039,16.4596672058105,82.9929809570313,0,0,47.5580253601074,11.0932130813599,
4,0,5.546710491,0,5.242226124,0,0.5962153077,0,1.384609699,0,4.001907349,0.702661156654358,0.209644556045532,8.33586692810059,3.85500001907349,13.3269748687744,16.9305038452148,83.0491485595703,0,0,44.9134750366211,9.06624698638916,
5,0,6.979818821,0,6.148533344,0,0.6907414198,0,1.471328378,0,4.596797943,0.821825087070465,0.219974085688591,7.63701868057251,3.14804983139038,14.023889541626,17.3518581390381,83.0826873779297,0,0,42.4271469116211,7.42617273330688,
6,0,8.386417389,0,6.95949173,0,0.7754995227,0,1.537905455,0,5.133425713,0.928002536296844,0.231477081775665,6.96554231643677,2.58168053627014,14.6102867126465,17.7287063598633,83.0995025634766,0,0,40.0899963378906,6.0998592376709,
7,0,9.759859085,0,7.689159393,0,0.8521764278,0,1.590519905,0,5.621958733,1.02168774604797,0.241565302014351,6.33894157409668,2.12841582298279,15.0962409973145,18.0656795501709,83.1034698486328,0,0,37.893440246582,5.02796649932861,
8,0,11.09579277,0,8.348567009,0,0.9219992161,0,1.633040667,0,6.06963253,1.10449874401093,0.24991637468338,5.76693487167358,1.76613616943359,15.4910621643066,18.3672008514404,83.0974960327148,0,0,35.8293266296387,4.16234111785889,
9,0,12.39137268,0,8.946668625,0,0.9859048724,0,1.66803062,0,6.481898308,1.17814123630524,0.256763786077499,5.25377511978149,1.47702884674072,15.8033466339111,18.6374378204346,83.083869934082,0,0,33.8899536132813,3.4639036655426,
10,0,13.64480019,0,9.490903854,0,1.044634581,0,1.697261333,0,6.863040447,1.24409854412079,0.262413501739502,4.7999792098999,1.24674725532532,16.0410251617432,18.8802547454834,83.0644073486328,0,0,32.0680313110352,2.90094017982483,
11,0,14.85503101,0,9.987557411,0,1.09878993,0,1.721996665,0,7.216518879,1.30357992649078,0.267126649618149,4.40360116958618,1.06373655796051,16.2114067077637,19.099157333374,83.0405654907227,0,0,30.3566741943359,2.4477162361145,
12,0,16.34405518,0,9.97395134,0,1.120937705,0,1.741060376,0,7.511365891,1.35124087333679,0.270994037389755,4.05534982681274,0.918553650379181,16.3212280273438,19.2957096099854,83.0134506225586,0,0,28.750431060791,2.0812361240387,
13,0,17.27021599,0,10.23201084,0,1.159592509,0,1.755445719,0,7.748446465,1.38923394680023,0.274035811424255,3.74961113929749,0.803450763225555,16.3767204284668,19.471378326416,82.9838943481445,0,0,27.2424564361572,1.78423750400543,
14,0,18.16402626,0,10.49056435,0,1.196593285,0,1.768523693,0,7.976008892,1.42556989192963,0.276489317417145,3.48684310913086,0.712369024753571,16.3835945129395,19.6290836334229,82.9525604248047,0,0,25.8252773284912,1.54498648643494,
15,0,19.02994156,0,10.74916363,0,1.232122183,0,1.780492187,0,8.195218086,1.46026885509491,0.278621196746826,3.26337647438049,0.640614807605743,16.3470478057861,19.7713508605957,82.9200286865234,0,0,24.4935894012451,1.35271108150482,
16,0,19.86632729,0,11.0059185,0,1.266117454,0,1.791443348,0,8.40571785,1.49338781833649,0.280534684658051,3.07535314559937,0.584400713443756,16.2718563079834,19.9003639221191,82.8867721557617,0,0,23.242395401001,1.19863855838776,
17,0,20.67720604,0,11.26090527,0,1.29875493,0,1.801528573,0,8.608597755,1.5249969959259,0.282276690006256,2.9189293384552,0.540670990943909,16.1624050140381,20.0180015563965,82.8531723022461,0,0,22.0669822692871,1.07562494277954,
