"Time Step","Softwood Merchantable","Hardwood Merchantable","Softwood Other","Hardwood Other","Softwood Foliage","Hardwood Foliage","Softwood Fine Roots","Hardwood Fine Roots","Softwood Coarse Roots","Hardwood Coarse Roots","Aboveground Very Fast DOM","Belowground Very Fast DOM","Aboveground Fast DOM","Belowground Fast DOM","Medium DOM","Aboveground Slow DOM","Belowground Slow DOM","Softwood Stem Snag","Softwood Branch Snag","Hardwood Stem Snag","Hardwood Branch Snag",
0,0,0,0,0,0,0,0,0,0,0,0.401836007833481,2.5531759262085,16.3115291595459,12.8757801055908,15.759539604187,9.79115104675293,89.0133590698242,73.6739273071289,23.676290512085,0,0,
1,0.6300291419,0,0.3334035277,0,0.1477355361,0,0.1025294811,0,0.1441498548,0,0.343073725700378,1.73362219333649,16.9402484893799,11.6742057800293,17.6762237548828,10.3461351394653,89.1274261474609,70.4500198364258,20.3154430389404,0,0,
2,1.552684069,0,0.782567203,0,0.3192492127,0,0.2367502302,0,0.3525488973,0,0.339156121015549,1.20629465579987,17.2178001403809,10.5864219665527,19.4456100463867,10.8752899169922,89.182243347168,67.3706970214844,17.4356231689453,0,0,
3,2.616061687,0,1.276693344,0,0.4968876541,0,0.3769388199,0,0.5975619555,0,0.385512143373489,0.88019323348999,17.2232265472412,9.60226058959961,21.075798034668,11.3795890808105,89.1961059570313,64.4305953979492,14.9692821502686,0,0,
4,3.770070791,0,1.794848323,0,0.6759557128,0,0.5148440599,0,0.8706301451,0,0.473168641328812,0.690250277519226,17.0206565856934,8.71234130859375,22.5745220184326,11.8602476119995,89.1817855834961,61.624137878418,12.8580293655396,0,0,
5,4.985708237,0,2.32563591,0,0.8540539145,0,0.6463729143,0,1.166345477,0,0.593013167381287,0.591232299804688,16.6624336242676,7.90809297561646,23.9491519927979,12.3185749053955,89.1481475830078,58.9458045959473,11.051609992981,0,0,
6,6.243192673,0,2.861712217,0,1.029731274,0,0.7694223523,0,1.480466843,0,0.736745595932007,0.551952183246613,16.1911544799805,7.18170261383057,25.2067108154297,12.755895614624,89.1013717651367,56.3902206420898,9.5068187713623,0,0,
7,7.52786541,0,3.397934675,0,1.202039599,0,0.8830267191,0,1.809353709,0,0.897183120250702,0.551037073135376,15.6413221359253,6.52605104446411,26.3538780212402,13.173508644104,89.0457611083984,53.9521713256836,8.18652534484863,0,0,
8,8.828328133,0,3.930532455,0,1.370335937,0,0.98691535,0,2.149766207,0,1.06831240653992,0.573933899402618,15.0406951904297,5.93465232849121,27.397008895874,13.5726642608643,88.9842910766602,51.626594543457,7.05883073806763,0,0,
9,10.13544655,0,4.456664562,0,1.534178615,0,1.081249833,0,2.498786926,0,1.24522924423218,0.610812485218048,14.411434173584,5.40159893035889,28.3421497344971,13.9545497894287,88.9190444946289,49.4086265563965,6.09633445739746,0,0,
10,11.44175625,0,4.974159241,0,1.693267226,0,1.166455746,0,2.853782654,0,1.42402672767639,0.655104160308838,13.7710494995117,4.9215087890625,29.1950416564941,14.3202905654907,88.8514633178711,47.2935638427734,5.27550363540649,0,0,
11,12.74108601,0,5.481347561,0,1.847403884,0,1.243112326,0,3.212391615,0,1.60166549682617,0.702485918998718,13.1332092285156,4.48948001861572,29.9611415863037,14.6709451675415,88.7825469970703,45.2768898010254,4.57612895965576,0,0,
12,14.02829361,0,5.976949215,0,1.996467829,0,1.311876774,0,3.57250309,0,1.77584278583527,0.750174939632416,12.5084133148193,4.10104846954346,30.6456356048584,15.0075073242188,88.713020324707,43.354248046875,3.98085713386536,0,0,
13,15.29908371,0,6.459991455,0,2.140397072,0,1.373435259,0,3.9322474,0,1.94486856460571,0.796438932418823,11.9045581817627,3.75214838981628,31.2534446716309,15.3309097290039,88.6433563232422,41.5214614868164,3.47478890419006,0,0,
14,16.54986382,0,6.929749012,0,2.279175282,0,1.428468466,0,4.289981842,0,2.10755443572998,0.840256929397583,11.3274145126343,3.43907809257507,31.7892417907715,15.6420240402222,88.5739212036133,39.7745170593262,3.04513263702393,0,0,
15,17.77763748,0,7.385698318,0,2.412822247,0,1.477631569,0,4.644275665,0,2.26311492919922,0.881084501743317,10.7810220718384,3.15846729278564,32.2574577331543,15.9416656494141,88.5049591064453,38.1095581054688,2.68090748786926,0,0,
16,18.97992325,0,7.827482224,0,2.541385889,0,1.521540761,0,4.993891239,0,2.41108393669128,0.91869193315506,10.2680244445801,2.9072482585907,32.662296295166,16.230598449707,88.4366607666016,36.5228881835938,2.37268757820129,0,0,
17,20.15468025,0,8.254879951,0,2.664936304,0,1.560765982,0,5.337772369,0,2.55124378204346,0.953052461147308,9.78994655609131,2.68262982368469,33.0077476501465,16.5095291137695,88.3691635131836,35.0109672546387,2.1123833656311,0,0,
18,21.16792488,0,8.527609825,0,2.735366583,0,1.589344978,0,5.610314846,0,2.68078660964966,0.983564913272858,9.34522342681885,2.481778383255,33.2975883483887,16.7789554595947,88.302490234375,33.5700950622559,1.89238381385803,0,0,
19,22.09337807,0,8.848872185,0,2.83082819,0,1.615811944,0,5.881811619,0,2.798992395401,1.01010179519653,8.9326229095459,2.30214691162109,33.5353889465332,17.039270401001,88.2366485595703,32.1966133117676,1.70645916461945,0,0,
20,23.00446892,0,9.165676117,0,2.924120188,0,1.640219808,0,6.150707245,0,2.90844345092773,1.03350567817688,8.55281829833984,2.14173769950867,33.7245216369629,17.2909564971924,88.1716537475586,30.8873386383057,1.5499804019928,0,0,
21,23.89592552,0,9.476037025,0,3.014756918,0,1.66262126,0,6.415229797,0,3.01011872291565,1.05435621738434,8.20523643493652,1.99872410297394,33.8681755065918,17.5344905853271,88.1075592041016,29.6393890380859,1.4187136888504,0,0,
22,24.77353859,0,9.781859398,0,3.103374004,0,1.683337331,0,6.6769104,0,3.10486102104187,1.07308506965637,7.88897275924683,1.87144935131073,33.969367980957,17.7703495025635,88.0444107055664,28.4500045776367,1.30902636051178,0,0,
23,25.63202858,0,10.08121014,0,3.189487219,0,1.702401757,0,6.934003353,0,3.19340229034424,1.09002149105072,7.60287570953369,1.75840997695923,34.0309677124023,17.998987197876,87.9822540283203,27.3165473937988,1.21780109405518,0,0,
24,26.477108,0,10.3760004,0,3.273711443,0,1.720084429,0,7.188070297,0,3.27637696266174,1.10542094707489,7.345618724823,1.65824246406555,34.0556793212891,18.2208480834961,87.9211578369141,26.2364959716797,1.14236330986023,0,0,
25,27.30622864,0,10.6652813,0,3.355832815,0,1.736455798,0,7.438214302,0,3.35435605049133,1.11949217319489,7.11577129364014,1.56971335411072,34.046070098877,18.4363536834717,87.8611602783203,25.2074489593506,1.08042287826538,0,0,
26,28.11956406,0,10.94907284,0,3.435905933,0,1.751636744,0,7.684371948,0,3.42781829833984,1.13239669799805,6.9118127822876,1.49170005321503,34.0045623779297,18.645902633667,87.8023223876953,24.2271022796631,1.03001070022583,0,0,
27,28.92001343,0,11.22834301,0,3.514252186,0,1.765782833,0,7.927316189,0,3.49720048904419,1.14427363872528,6.73220157623291,1.42318820953369,33.9334602355957,18.84987449646,87.7446899414063,23.2932624816895,0.989441871643066,0,0,
