"DMID","DMRow","DMColumn","Proportion"
138,8,8,1
138,9,9,1
138,10,10,1
138,11,11,1
138,12,12,1
138,13,13,1
138,14,14,1
138,15,15,1
138,16,16,1
138,17,17,1
138,18,18,1
138,19,19,1
138,20,20,1
138,21,21,1
138,22,22,1
138,23,23,1
138,24,24,1
138,25,25,1
142,1,17,0.0299999993294477
142,1,26,0.152999997138977
142,1,27,0.00170000002253801
142,1,28,0.0153000000864267
142,1,30,0.800000011920929
142,2,13,0.330000013113022
142,2,26,0.602999985218048
142,2,27,0.00669999979436398
142,2,28,0.0603000000119209
142,3,15,0.330000013113022
142,3,26,0.602999985218048
142,3,27,0.00669999979436398
142,3,28,0.0603000000119209
142,4,15,0.600000023841858
142,4,26,0.360000014305115
142,4,27,0.00400000018998981
142,4,28,0.0359999984502792
142,5,15,0.5
142,5,16,0.5
142,6,13,0.300000011920929
142,6,14,0.5
142,6,26,0.180000007152557
142,6,27,0.0020000000949949
142,6,28,0.0179999992251396
142,7,17,0.0299999993294477
142,7,26,0.152999997138977
142,7,27,0.00170000002253801
142,7,28,0.0153000000864267
142,7,30,0.800000011920929
142,8,13,0.330000013113022
142,8,26,0.602999985218048
142,8,27,0.00669999979436398
142,8,28,0.0603000000119209
142,9,15,0.330000013113022
142,9,26,0.602999985218048
142,9,27,0.00669999979436398
142,9,28,0.0603000000119209
142,10,15,0.600000023841858
142,10,26,0.360000014305115
142,10,27,0.00400000018998981
142,10,28,0.0359999984502792
142,11,15,0.5
142,11,16,0.5
142,12,13,0.300000011920929
142,12,14,0.5
142,12,26,0.180000007152557
142,12,27,0.0020000000949949
142,12,28,0.0179999992251396
142,13,13,0.800000011920929
142,13,26,0.180000007152557
142,13,27,0.0020000000949949
142,13,28,0.0179999992251396
142,14,14,1
142,15,15,0.800000011920929
142,15,26,0.180000007152557
142,15,27,0.0020000000949949
142,15,28,0.0179999992251396
142,16,16,1
142,17,17,0.899999976158142
142,17,26,0.0900000035762787
142,17,27,0.00100000004749745
142,17,28,0.00899999961256981
142,18,18,1
142,19,19,1
142,20,17,0.899999976158142
142,20,26,0.0900000035762787
142,20,27,0.00100000004749745
142,20,28,0.00899999961256981
142,21,15,0.800000011920929
142,21,26,0.180000007152557
142,21,27,0.0020000000949949
142,21,28,0.0179999992251396
142,22,17,0.899999976158142
142,22,26,0.0900000035762787
142,22,27,0.00100000004749745
142,22,28,0.00899999961256981
142,23,15,0.800000011920929
142,23,26,0.180000007152557
142,23,27,0.0020000000949949
142,23,28,0.0179999992251396
142,24,24,1
142,25,25,1
143,1,17,0.0299999993294477
143,1,26,0.152999997138977
143,1,27,0.00170000002253801
143,1,28,0.0153000000864267
143,1,30,0.800000011920929
143,2,13,0.330000013113022
143,2,26,0.602999985218048
143,2,27,0.00669999979436398
143,2,28,0.0603000000119209
143,3,15,0.330000013113022
143,3,26,0.602999985218048
143,3,27,0.00669999979436398
143,3,28,0.0603000000119209
143,4,15,0.600000023841858
143,4,26,0.360000014305115
143,4,27,0.00400000018998981
143,4,28,0.0359999984502792
143,5,15,0.5
143,5,16,0.5
143,6,13,0.300000011920929
143,6,14,0.5
143,6,26,0.180000007152557
143,6,27,0.0020000000949949
143,6,28,0.0179999992251396
143,7,17,0.0299999993294477
143,7,26,0.152999997138977
143,7,27,0.00170000002253801
143,7,28,0.0153000000864267
143,7,30,0.800000011920929
143,8,13,0.330000013113022
143,8,26,0.602999985218048
143,8,27,0.00669999979436398
143,8,28,0.0603000000119209
143,9,15,0.330000013113022
143,9,26,0.602999985218048
143,9,27,0.00669999979436398
143,9,28,0.0603000000119209
143,10,15,0.600000023841858
143,10,26,0.360000014305115
143,10,27,0.00400000018998981
143,10,28,0.0359999984502792
143,11,15,0.5
143,11,16,0.5
143,12,13,0.300000011920929
143,12,14,0.5
143,12,26,0.180000007152557
143,12,27,0.0020000000949949
143,12,28,0.0179999992251396
143,13,13,0.800000011920929
143,13,26,0.180000007152557
143,13,27,0.0020000000949949
143,13,28,0.0179999992251396
143,14,14,1
143,15,15,0.800000011920929
143,15,26,0.180000007152557
143,15,27,0.0020000000949949
143,15,28,0.0179999992251396
143,16,16,1
143,17,17,0.899999976158142
143,17,26,0.0900000035762787
143,17,27,0.00100000004749745
143,17,28,0.00899999961256981
143,18,18,1
143,19,19,1
143,20,17,0.899999976158142
143,20,26,0.0900000035762787
143,20,27,0.00100000004749745
143,20,28,0.00899999961256981
143,21,15,0.800000011920929
143,21,26,0.180000007152557
143,21,27,0.0020000000949949
143,21,28,0.0179999992251396
143,22,17,0.899999976158142
143,22,26,0.0900000035762787
143,22,27,0.00100000004749745
143,22,28,0.00899999961256981
143,23,15,0.800000011920929
143,23,26,0.180000007152557
143,23,27,0.0020000000949949
143,23,28,0.0179999992251396
143,24,24,1
143,25,25,1
144,1,17,0.0299999993294477
144,1,26,0.152999997138977
144,1,27,0.00170000002253801
144,1,28,0.0153000000864267
144,1,30,0.800000011920929
144,2,13,0.330000013113022
144,2,26,0.602999985218048
144,2,27,0.00669999979436398
144,2,28,0.0603000000119209
144,3,15,0.330000013113022
144,3,26,0.602999985218048
144,3,27,0.00669999979436398
144,3,28,0.0603000000119209
144,4,15,0.600000023841858
144,4,26,0.360000014305115
144,4,27,0.00400000018998981
144,4,28,0.0359999984502792
144,5,15,0.5
144,5,16,0.5
144,6,13,0.300000011920929
144,6,14,0.5
144,6,26,0.180000007152557
144,6,27,0.0020000000949949
144,6,28,0.0179999992251396
144,7,17,0.0299999993294477
144,7,26,0.152999997138977
144,7,27,0.00170000002253801
144,7,28,0.0153000000864267
144,7,30,0.800000011920929
144,8,13,0.330000013113022
144,8,26,0.602999985218048
144,8,27,0.00669999979436398
144,8,28,0.0603000000119209
144,9,15,0.330000013113022
144,9,26,0.602999985218048
144,9,27,0.00669999979436398
144,9,28,0.0603000000119209
144,10,15,0.600000023841858
144,10,26,0.360000014305115
144,10,27,0.00400000018998981
144,10,28,0.0359999984502792
144,11,15,0.5
144,11,16,0.5
144,12,13,0.300000011920929
144,12,14,0.5
144,12,26,0.180000007152557
144,12,27,0.0020000000949949
144,12,28,0.0179999992251396
144,13,13,0.800000011920929
144,13,26,0.180000007152557
144,13,27,0.0020000000949949
144,13,28,0.0179999992251396
144,14,14,1
144,15,15,0.800000011920929
144,15,26,0.180000007152557
144,15,27,0.0020000000949949
144,15,28,0.0179999992251396
144,16,16,1
144,17,17,0.899999976158142
144,17,26,0.0900000035762787
144,17,27,0.00100000004749745
144,17,28,0.00899999961256981
144,18,18,1
144,19,19,1
144,20,17,0.899999976158142
144,20,26,0.0900000035762787
144,20,27,0.00100000004749745
144,20,28,0.00899999961256981
144,21,15,0.800000011920929
144,21,26,0.180000007152557
144,21,27,0.0020000000949949
144,21,28,0.0179999992251396
144,22,17,0.899999976158142
144,22,26,0.0900000035762787
144,22,27,0.00100000004749745
144,22,28,0.00899999961256981
144,23,15,0.800000011920929
144,23,26,0.180000007152557
144,23,27,0.0020000000949949
144,23,28,0.0179999992251396
144,24,24,1
144,25,25,1
145,1,17,0.0299999993294477
145,1,26,0.152999997138977
145,1,27,0.00170000002253801
145,1,28,0.0153000000864267
145,1,30,0.800000011920929
145,2,13,0.330000013113022
145,2,26,0.602999985218048
145,2,27,0.00669999979436398
145,2,28,0.0603000000119209
145,3,15,0.330000013113022
145,3,26,0.602999985218048
145,3,27,0.00669999979436398
145,3,28,0.0603000000119209
145,4,15,0.600000023841858
145,4,26,0.360000014305115
145,4,27,0.00400000018998981
145,4,28,0.0359999984502792
145,5,15,0.5
145,5,16,0.5
145,6,13,0.300000011920929
145,6,14,0.5
145,6,26,0.180000007152557
145,6,27,0.0020000000949949
145,6,28,0.0179999992251396
145,7,17,0.0299999993294477
145,7,26,0.152999997138977
145,7,27,0.00170000002253801
145,7,28,0.0153000000864267
145,7,30,0.800000011920929
145,8,13,0.330000013113022
145,8,26,0.602999985218048
145,8,27,0.00669999979436398
145,8,28,0.0603000000119209
145,9,15,0.330000013113022
145,9,26,0.602999985218048
145,9,27,0.00669999979436398
145,9,28,0.0603000000119209
145,10,15,0.600000023841858
145,10,26,0.360000014305115
145,10,27,0.00400000018998981
145,10,28,0.0359999984502792
145,11,15,0.5
145,11,16,0.5
145,12,13,0.300000011920929
145,12,14,0.5
145,12,26,0.180000007152557
145,12,27,0.0020000000949949
145,12,28,0.0179999992251396
145,13,13,0.800000011920929
145,13,26,0.180000007152557
145,13,27,0.0020000000949949
145,13,28,0.0179999992251396
145,14,14,1
145,15,15,0.800000011920929
145,15,26,0.180000007152557
145,15,27,0.0020000000949949
145,15,28,0.0179999992251396
145,16,16,1
145,17,17,0.899999976158142
145,17,26,0.0900000035762787
145,17,27,0.00100000004749745
145,17,28,0.00899999961256981
145,18,18,1
145,19,19,1
145,20,17,0.899999976158142
145,20,26,0.0900000035762787
145,20,27,0.00100000004749745
145,20,28,0.00899999961256981
145,21,15,0.800000011920929
145,21,26,0.180000007152557
145,21,27,0.0020000000949949
145,21,28,0.0179999992251396
145,22,17,0.899999976158142
145,22,26,0.0900000035762787
145,22,27,0.00100000004749745
145,22,28,0.00899999961256981
145,23,15,0.800000011920929
145,23,26,0.180000007152557
145,23,27,0.0020000000949949
145,23,28,0.0179999992251396
145,24,24,1
145,25,25,1
146,1,17,0.0299999993294477
146,1,26,0.152999997138977
146,1,27,0.00170000002253801
146,1,28,0.0153000000864267
146,1,30,0.800000011920929
146,2,13,0.330000013113022
146,2,26,0.602999985218048
146,2,27,0.00669999979436398
146,2,28,0.0603000000119209
146,3,15,0.330000013113022
146,3,26,0.602999985218048
146,3,27,0.00669999979436398
146,3,28,0.0603000000119209
146,4,15,0.600000023841858
146,4,26,0.360000014305115
146,4,27,0.00400000018998981
146,4,28,0.0359999984502792
146,5,15,0.5
146,5,16,0.5
146,6,13,0.300000011920929
146,6,14,0.5
146,6,26,0.180000007152557
146,6,27,0.0020000000949949
146,6,28,0.0179999992251396
146,7,17,0.0299999993294477
146,7,26,0.152999997138977
146,7,27,0.00170000002253801
146,7,28,0.0153000000864267
146,7,30,0.800000011920929
146,8,13,0.330000013113022
146,8,26,0.602999985218048
146,8,27,0.00669999979436398
146,8,28,0.0603000000119209
146,9,15,0.330000013113022
146,9,26,0.602999985218048
146,9,27,0.00669999979436398
146,9,28,0.0603000000119209
146,10,15,0.600000023841858
146,10,26,0.360000014305115
146,10,27,0.00400000018998981
146,10,28,0.0359999984502792
146,11,15,0.5
146,11,16,0.5
146,12,13,0.300000011920929
146,12,14,0.5
146,12,26,0.180000007152557
146,12,27,0.0020000000949949
146,12,28,0.0179999992251396
146,13,13,0.800000011920929
146,13,26,0.180000007152557
146,13,27,0.0020000000949949
146,13,28,0.0179999992251396
146,14,14,1
146,15,15,0.800000011920929
146,15,26,0.180000007152557
146,15,27,0.0020000000949949
146,15,28,0.0179999992251396
146,16,16,1
146,17,17,0.899999976158142
146,17,26,0.0900000035762787
146,17,27,0.00100000004749745
146,17,28,0.00899999961256981
146,18,18,1
146,19,19,1
146,20,17,0.899999976158142
146,20,26,0.0900000035762787
146,20,27,0.00100000004749745
146,20,28,0.00899999961256981
146,21,15,0.800000011920929
146,21,26,0.180000007152557
146,21,27,0.0020000000949949
146,21,28,0.0179999992251396
146,22,17,0.899999976158142
146,22,26,0.0900000035762787
146,22,27,0.00100000004749745
146,22,28,0.00899999961256981
146,23,15,0.800000011920929
146,23,26,0.180000007152557
146,23,27,0.0020000000949949
146,23,28,0.0179999992251396
146,24,24,1
146,25,25,1
147,1,17,0.129999995231628
147,1,26,0.063000001013279
147,1,27,0.000699999975040555
147,1,28,0.00630000000819564
147,1,30,0.800000011920929
147,2,13,0.600000023841858
147,2,26,0.360000014305115
147,2,27,0.00400000018998981
147,2,28,0.0359999984502792
147,3,15,0.600000023841858
147,3,26,0.360000014305115
147,3,27,0.00400000018998981
147,3,28,0.0359999984502792
147,4,15,0.75
147,4,26,0.224999994039536
147,4,27,0.00249999994412065
147,4,28,0.0225000008940697
147,5,15,0.5
147,5,16,0.5
147,6,13,0.150000005960464
147,6,14,0.5
147,6,26,0.314999997615814
147,6,27,0.00350000010803342
147,6,28,0.0315000005066395
147,7,17,0.129999995231628
147,7,26,0.063000001013279
147,7,27,0.000699999975040555
147,7,28,0.00630000000819564
147,7,30,0.800000011920929
147,8,13,0.600000023841858
147,8,26,0.360000014305115
147,8,27,0.00400000018998981
147,8,28,0.0359999984502792
147,9,15,0.600000023841858
147,9,26,0.360000014305115
147,9,27,0.00400000018998981
147,9,28,0.0359999984502792
147,10,15,0.75
147,10,26,0.224999994039536
147,10,27,0.00249999994412065
147,10,28,0.0225000008940697
147,11,15,0.5
147,11,16,0.5
147,12,13,0.150000005960464
147,12,14,0.5
147,12,26,0.314999997615814
147,12,27,0.00350000010803342
147,12,28,0.0315000005066395
147,13,13,0.300000011920929
147,13,26,0.629999995231628
147,13,27,0.00700000021606684
147,13,28,0.063000001013279
147,14,14,1
147,15,15,0.300000011920929
147,15,26,0.629999995231628
147,15,27,0.00700000021606684
147,15,28,0.063000001013279
147,16,16,1
147,17,17,0.649999976158142
147,17,26,0.314999997615814
147,17,27,0.00350000010803342
147,17,28,0.0315000005066395
147,18,18,1
147,19,19,1
147,20,17,0.649999976158142
147,20,26,0.314999997615814
147,20,27,0.00350000010803342
147,20,28,0.0315000005066395
147,21,15,0.300000011920929
147,21,26,0.629999995231628
147,21,27,0.00700000021606684
147,21,28,0.063000001013279
147,22,17,0.649999976158142
147,22,26,0.314999997615814
147,22,27,0.00350000010803342
147,22,28,0.0315000005066395
147,23,15,0.300000011920929
147,23,26,0.629999995231628
147,23,27,0.00700000021606684
147,23,28,0.063000001013279
147,24,24,1
147,25,25,1
148,1,17,0.129999995231628
148,1,26,0.063000001013279
148,1,27,0.000699999975040555
148,1,28,0.00630000000819564
148,1,30,0.800000011920929
148,2,13,0.600000023841858
148,2,26,0.360000014305115
148,2,27,0.00400000018998981
148,2,28,0.0359999984502792
148,3,15,0.600000023841858
148,3,26,0.360000014305115
148,3,27,0.00400000018998981
148,3,28,0.0359999984502792
148,4,15,0.75
148,4,26,0.224999994039536
148,4,27,0.00249999994412065
148,4,28,0.0225000008940697
148,5,15,0.5
148,5,16,0.5
148,6,13,0.150000005960464
148,6,14,0.5
148,6,26,0.314999997615814
148,6,27,0.00350000010803342
148,6,28,0.0315000005066395
148,7,17,0.129999995231628
148,7,26,0.063000001013279
148,7,27,0.000699999975040555
148,7,28,0.00630000000819564
148,7,30,0.800000011920929
148,8,13,0.600000023841858
148,8,26,0.360000014305115
148,8,27,0.00400000018998981
148,8,28,0.0359999984502792
148,9,15,0.600000023841858
148,9,26,0.360000014305115
148,9,27,0.00400000018998981
148,9,28,0.0359999984502792
148,10,15,0.75
148,10,26,0.224999994039536
148,10,27,0.00249999994412065
148,10,28,0.0225000008940697
148,11,15,0.5
148,11,16,0.5
148,12,13,0.150000005960464
148,12,14,0.5
148,12,26,0.314999997615814
148,12,27,0.00350000010803342
148,12,28,0.0315000005066395
148,13,13,0.300000011920929
148,13,26,0.629999995231628
148,13,27,0.00700000021606684
148,13,28,0.063000001013279
148,14,14,1
148,15,15,0.300000011920929
148,15,26,0.629999995231628
148,15,27,0.00700000021606684
148,15,28,0.063000001013279
148,16,16,1
148,17,17,0.649999976158142
148,17,26,0.314999997615814
148,17,27,0.00350000010803342
148,17,28,0.0315000005066395
148,18,18,1
148,19,19,1
148,20,17,0.649999976158142
148,20,26,0.314999997615814
148,20,27,0.00350000010803342
148,20,28,0.0315000005066395
148,21,15,0.300000011920929
148,21,26,0.629999995231628
148,21,27,0.00700000021606684
148,21,28,0.063000001013279
148,22,17,0.649999976158142
148,22,26,0.314999997615814
148,22,27,0.00350000010803342
148,22,28,0.0315000005066395
148,23,15,0.300000011920929
148,23,26,0.629999995231628
148,23,27,0.00700000021606684
148,23,28,0.063000001013279
148,24,24,1
148,25,25,1
149,1,17,0.0299999993294477
149,1,26,0.152999997138977
149,1,27,0.00170000002253801
149,1,28,0.0153000000864267
149,1,30,0.800000011920929
149,2,13,0.330000013113022
149,2,26,0.602999985218048
149,2,27,0.00669999979436398
149,2,28,0.0603000000119209
149,3,15,0.330000013113022
149,3,26,0.602999985218048
149,3,27,0.00669999979436398
149,3,28,0.0603000000119209
149,4,15,0.600000023841858
149,4,26,0.360000014305115
149,4,27,0.00400000018998981
149,4,28,0.0359999984502792
149,5,15,0.5
149,5,16,0.5
149,6,13,0.300000011920929
149,6,14,0.5
149,6,26,0.180000007152557
149,6,27,0.0020000000949949
149,6,28,0.0179999992251396
149,7,17,0.0299999993294477
149,7,26,0.152999997138977
149,7,27,0.00170000002253801
149,7,28,0.0153000000864267
149,7,30,0.800000011920929
149,8,13,0.330000013113022
149,8,26,0.602999985218048
149,8,27,0.00669999979436398
149,8,28,0.0603000000119209
149,9,15,0.330000013113022
149,9,26,0.602999985218048
149,9,27,0.00669999979436398
149,9,28,0.0603000000119209
149,10,15,0.600000023841858
149,10,26,0.360000014305115
149,10,27,0.00400000018998981
149,10,28,0.0359999984502792
149,11,15,0.5
149,11,16,0.5
149,12,13,0.300000011920929
149,12,14,0.5
149,12,26,0.180000007152557
149,12,27,0.0020000000949949
149,12,28,0.0179999992251396
149,13,13,0.800000011920929
149,13,26,0.180000007152557
149,13,27,0.0020000000949949
149,13,28,0.0179999992251396
149,14,14,1
149,15,15,0.800000011920929
149,15,26,0.180000007152557
149,15,27,0.0020000000949949
149,15,28,0.0179999992251396
149,16,16,1
149,17,17,0.899999976158142
149,17,26,0.0900000035762787
149,17,27,0.00100000004749745
149,17,28,0.00899999961256981
149,18,18,1
149,19,19,1
149,20,17,0.899999976158142
149,20,26,0.0900000035762787
149,20,27,0.00100000004749745
149,20,28,0.00899999961256981
149,21,15,0.800000011920929
149,21,26,0.180000007152557
149,21,27,0.0020000000949949
149,21,28,0.0179999992251396
149,22,17,0.899999976158142
149,22,26,0.0900000035762787
149,22,27,0.00100000004749745
149,22,28,0.00899999961256981
149,23,15,0.800000011920929
149,23,26,0.180000007152557
149,23,27,0.0020000000949949
149,23,28,0.0179999992251396
149,24,24,1
149,25,25,1
150,1,17,0.0299999993294477
150,1,26,0.152999997138977
150,1,27,0.00170000002253801
150,1,28,0.0153000000864267
150,1,30,0.800000011920929
150,2,13,0.330000013113022
150,2,26,0.602999985218048
150,2,27,0.00669999979436398
150,2,28,0.0603000000119209
150,3,15,0.330000013113022
150,3,26,0.602999985218048
150,3,27,0.00669999979436398
150,3,28,0.0603000000119209
150,4,15,0.600000023841858
150,4,26,0.360000014305115
150,4,27,0.00400000018998981
150,4,28,0.0359999984502792
150,5,15,0.5
150,5,16,0.5
150,6,13,0.300000011920929
150,6,14,0.5
150,6,26,0.180000007152557
150,6,27,0.0020000000949949
150,6,28,0.0179999992251396
150,7,17,0.0299999993294477
150,7,26,0.152999997138977
150,7,27,0.00170000002253801
150,7,28,0.0153000000864267
150,7,30,0.800000011920929
150,8,13,0.330000013113022
150,8,26,0.602999985218048
150,8,27,0.00669999979436398
150,8,28,0.0603000000119209
150,9,15,0.330000013113022
150,9,26,0.602999985218048
150,9,27,0.00669999979436398
150,9,28,0.0603000000119209
150,10,15,0.600000023841858
150,10,26,0.360000014305115
150,10,27,0.00400000018998981
150,10,28,0.0359999984502792
150,11,15,0.5
150,11,16,0.5
150,12,13,0.300000011920929
150,12,14,0.5
150,12,26,0.180000007152557
150,12,27,0.0020000000949949
150,12,28,0.0179999992251396
150,13,13,0.800000011920929
150,13,26,0.180000007152557
150,13,27,0.0020000000949949
150,13,28,0.0179999992251396
150,14,14,1
150,15,15,0.800000011920929
150,15,26,0.180000007152557
150,15,27,0.0020000000949949
150,15,28,0.0179999992251396
150,16,16,1
150,17,17,0.899999976158142
150,17,26,0.0900000035762787
150,17,27,0.00100000004749745
150,17,28,0.00899999961256981
150,18,18,1
150,19,19,1
150,20,17,0.899999976158142
150,20,26,0.0900000035762787
150,20,27,0.00100000004749745
150,20,28,0.00899999961256981
150,21,15,0.800000011920929
150,21,26,0.180000007152557
150,21,27,0.0020000000949949
150,21,28,0.0179999992251396
150,22,17,0.899999976158142
150,22,26,0.0900000035762787
150,22,27,0.00100000004749745
150,22,28,0.00899999961256981
150,23,15,0.800000011920929
150,23,26,0.180000007152557
150,23,27,0.0020000000949949
150,23,28,0.0179999992251396
150,24,24,1
150,25,25,1
151,1,17,0.0860000029206276
151,1,26,0.102600000798702
151,1,27,0.0011399999493733
151,1,28,0.0102599998936057
151,1,30,0.800000011920929
151,2,13,0.529999971389771
151,2,26,0.423000007867813
151,2,27,0.00469999993219972
151,2,28,0.0423000007867813
151,3,15,0.529999971389771
151,3,26,0.423000007867813
151,3,27,0.00469999993219972
151,3,28,0.0423000007867813
151,4,15,0.727999985218048
151,4,26,0.244800001382828
151,4,27,0.00271999998949468
151,4,28,0.0244800001382828
151,5,15,0.5
151,5,16,0.5
151,6,13,0.35699999332428
151,6,14,0.5
151,6,26,0.128700003027916
151,6,27,0.00142999994568527
151,6,28,0.0128699997439981
151,7,17,0.0860000029206276
151,7,26,0.102600000798702
151,7,27,0.0011399999493733
151,7,28,0.0102599998936057
151,7,30,0.800000011920929
151,8,13,0.529999971389771
151,8,26,0.423000007867813
151,8,27,0.00469999993219972
151,8,28,0.0423000007867813
151,9,15,0.529999971389771
151,9,26,0.423000007867813
151,9,27,0.00469999993219972
151,9,28,0.0423000007867813
151,10,15,0.727999985218048
151,10,26,0.244800001382828
151,10,27,0.00271999998949468
151,10,28,0.0244800001382828
151,11,15,0.5
151,11,16,0.5
151,12,13,0.35699999332428
151,12,14,0.5
151,12,26,0.128700003027916
151,12,27,0.00142999994568527
151,12,28,0.0128699997439981
151,13,13,0.71399998664856
151,13,26,0.257400006055832
151,13,27,0.00285999989137053
151,13,28,0.0257399994879961
151,14,14,1
151,15,15,0.71399998664856
151,15,26,0.257400006055832
151,15,27,0.00285999989137053
151,15,28,0.0257399994879961
151,16,16,1
151,17,17,0.85699999332428
151,17,26,0.128700003027916
151,17,27,0.00142999994568527
151,17,28,0.0128699997439981
151,18,18,1
151,19,19,1
151,20,17,0.85699999332428
151,20,26,0.128700003027916
151,20,27,0.00142999994568527
151,20,28,0.0128699997439981
151,21,15,0.71399998664856
151,21,26,0.257400006055832
151,21,27,0.00285999989137053
151,21,28,0.0257399994879961
151,22,17,0.85699999332428
151,22,26,0.128700003027916
151,22,27,0.00142999994568527
151,22,28,0.0128699997439981
151,23,15,0.71399998664856
151,23,26,0.257400006055832
151,23,27,0.00285999989137053
151,23,28,0.0257399994879961
151,24,24,1
151,25,25,1
152,1,17,0.0860000029206276
152,1,26,0.102600000798702
152,1,27,0.0011399999493733
152,1,28,0.0102599998936057
152,1,30,0.800000011920929
152,2,13,0.529999971389771
152,2,26,0.423000007867813
152,2,27,0.00469999993219972
152,2,28,0.0423000007867813
152,3,15,0.529999971389771
152,3,26,0.423000007867813
152,3,27,0.00469999993219972
152,3,28,0.0423000007867813
152,4,15,0.727999985218048
152,4,26,0.244800001382828
152,4,27,0.00271999998949468
152,4,28,0.0244800001382828
152,5,15,0.5
152,5,16,0.5
152,6,13,0.35699999332428
152,6,14,0.5
152,6,26,0.128700003027916
152,6,27,0.00142999994568527
152,6,28,0.0128699997439981
152,7,17,0.0860000029206276
152,7,26,0.102600000798702
152,7,27,0.0011399999493733
152,7,28,0.0102599998936057
152,7,30,0.800000011920929
152,8,13,0.529999971389771
152,8,26,0.423000007867813
152,8,27,0.00469999993219972
152,8,28,0.0423000007867813
152,9,15,0.529999971389771
152,9,26,0.423000007867813
152,9,27,0.00469999993219972
152,9,28,0.0423000007867813
152,10,15,0.727999985218048
152,10,26,0.244800001382828
152,10,27,0.00271999998949468
152,10,28,0.0244800001382828
152,11,15,0.5
152,11,16,0.5
152,12,13,0.35699999332428
152,12,14,0.5
152,12,26,0.128700003027916
152,12,27,0.00142999994568527
152,12,28,0.0128699997439981
152,13,13,0.71399998664856
152,13,26,0.257400006055832
152,13,27,0.00285999989137053
152,13,28,0.0257399994879961
152,14,14,1
152,15,15,0.71399998664856
152,15,26,0.257400006055832
152,15,27,0.00285999989137053
152,15,28,0.0257399994879961
152,16,16,1
152,17,17,0.85699999332428
152,17,26,0.128700003027916
152,17,27,0.00142999994568527
152,17,28,0.0128699997439981
152,18,18,1
152,19,19,1
152,20,17,0.85699999332428
152,20,26,0.128700003027916
152,20,27,0.00142999994568527
152,20,28,0.0128699997439981
152,21,15,0.71399998664856
152,21,26,0.257400006055832
152,21,27,0.00285999989137053
152,21,28,0.0257399994879961
152,22,17,0.85699999332428
152,22,26,0.128700003027916
152,22,27,0.00142999994568527
152,22,28,0.0128699997439981
152,23,15,0.71399998664856
152,23,26,0.257400006055832
152,23,27,0.00285999989137053
152,23,28,0.0257399994879961
152,24,24,1
152,25,25,1
153,1,17,0.0810000002384186
153,1,26,0.107100002467632
153,1,27,0.00118999998085201
153,1,28,0.0107100000604987
153,1,30,0.800000011920929
153,2,13,0.533999979496002
153,2,26,0.419400006532669
153,2,27,0.00466000009328127
153,2,28,0.0419399999082088
153,3,15,0.533999979496002
153,3,26,0.419400006532669
153,3,27,0.00466000009328127
153,3,28,0.0419399999082088
153,4,15,0.720000028610229
153,4,26,0.252000004053116
153,4,27,0.00279999990016222
153,4,28,0.0252000000327826
153,5,15,0.5
153,5,16,0.5
153,6,13,0.389499992132187
153,6,14,0.5
153,6,26,0.0994499996304512
153,6,27,0.001105000032112
153,6,28,0.00994499959051609
153,7,17,0.0810000002384186
153,7,26,0.107100002467632
153,7,27,0.00118999998085201
153,7,28,0.0107100000604987
153,7,30,0.800000011920929
153,8,13,0.533999979496002
153,8,26,0.419400006532669
153,8,27,0.00466000009328127
153,8,28,0.0419399999082088
153,9,15,0.533999979496002
153,9,26,0.419400006532669
153,9,27,0.00466000009328127
153,9,28,0.0419399999082088
153,10,15,0.720000028610229
153,10,26,0.252000004053116
153,10,27,0.00279999990016222
153,10,28,0.0252000000327826
153,11,15,0.5
153,11,16,0.5
153,12,13,0.389499992132187
153,12,14,0.5
153,12,26,0.0994499996304512
153,12,27,0.001105000032112
153,12,28,0.00994499959051609
153,13,13,0.778999984264374
153,13,26,0.198899999260902
153,13,27,0.002210000064224
153,13,28,0.0198899991810322
153,14,14,1
153,15,15,0.778999984264374
153,15,26,0.198899999260902
153,15,27,0.002210000064224
153,15,28,0.0198899991810322
153,16,16,1
153,17,17,0.888999998569489
153,17,26,0.0998999997973442
153,17,27,0.00110999995376915
153,17,28,0.00999000016599894
153,18,18,1
153,19,19,1
153,20,17,0.888999998569489
153,20,26,0.0998999997973442
153,20,27,0.00110999995376915
153,20,28,0.00999000016599894
153,21,15,0.778999984264374
153,21,26,0.198899999260902
153,21,27,0.002210000064224
153,21,28,0.0198899991810322
153,22,17,0.888999998569489
153,22,26,0.0998999997973442
153,22,27,0.00110999995376915
153,22,28,0.00999000016599894
153,23,15,0.778999984264374
153,23,26,0.198899999260902
153,23,27,0.002210000064224
153,23,28,0.0198899991810322
153,24,24,1
153,25,25,1
154,1,17,0.0780000016093254
154,1,26,0.10980000346899
154,1,27,0.00121999997645617
154,1,28,0.0109799997881055
154,1,30,0.800000011920929
154,2,13,0.550000011920929
154,2,26,0.405000001192093
154,2,27,0.0044999998062849
154,2,28,0.0405000001192093
154,3,15,0.550000011920929
154,3,26,0.405000001192093
154,3,27,0.0044999998062849
154,3,28,0.0405000001192093
154,4,15,0.71399998664856
154,4,26,0.257400006055832
154,4,27,0.00285999989137053
154,4,28,0.0257399994879961
154,5,15,0.5
154,5,16,0.5
154,6,13,0.284000009298325
154,6,14,0.5
154,6,26,0.194399997591972
154,6,27,0.00215999991632998
154,6,28,0.0194400008767843
154,7,17,0.0780000016093254
