DefaultSPUId,DefaultSpeciesTypeId,A,B,a_nonmerch,b_nonmerch,k_nonmerch,cap_nonmerch,a_sap,b_sap,k_sap,cap_sap,a1,a2,a3,b1,b2,b3,c1,c2,c3,min_volume,max_volume,low_stemwood_prop,high_stemwood_prop,low_stembark_prop,high_stembark_prop,low_branches_prop,high_branches_prop,low_foliage_prop,high_foliage_prop
28,63,0.4497,0.98505,18.889,-1.63154,1.00082,2.2977,0,0,1,1,-0.57145,0.000227,-0.15919,-1.27192,0.00036,-0.17778,-1.1714,0.00077,-0.44104,0.273,1739.77,0.55837,0.69573,0.24201,0.17756,0.11647,0.09625,0.08315,0.03046
28,65,1.1175,0.81468,18.889,-1.63154,1.00082,2.2977,0,0,1,1,-1.17972,-0.001027,-0.01349,-1.92377,0.00071,-0.00086,-0.5156,0.00309,-0.58997,0.252,464.14,0.59845,0.6927,0.17983,0.12165,0.0873,0.13968,0.13443,0.04597
28,76,0.6182,0.94452,1.3733,-0.66371,0.9526,1.2175,0,0,1,1,-1.42161,6.3e-05,-0.04927,-1.47516,-0.00025,-0.00743,0.2585,0.00115,-0.62191,0.515,838.11,0.5275,0.70914,0.11703,0.12947,0.11913,0.12503,0.23634,0.03635
28,85,1.1949,0.8309,8.2093,-0.9376,0.94411,2.1757,0,0,1,1,-1.86635,-0.000358,0.01475,-1.43544,0.00154,-0.02359,-1.9302,-0.00137,-0.09356,0.36,425.88,0.66163,0.62928,0.1049,0.09139,0.15145,0.25042,0.08202,0.02891
28,93,1.5119,0.8097,22.6137,-1.274,0.98144,1.996,0,0,1,1,-1.90715,-0.000683,-0.01519,-2.55804,-0.00105,0.29661,-1.4609,-0.00059,-0.30459,0.28,496.33,0.70854,0.70751,0.10257,0.06812,0.08987,0.20594,0.09902,0.01843
28,122,1.4368,0.80886,23.3159,-1.42244,1.05277,2.8975,0,0,1,1,-2.05141,-0.000465,0.03387,-1.53047,-0.00133,0.05057,-2.2086,0.00148,-0.20687,4.49,136.23,0.69016,0.70283,0.09555,0.10029,0.16638,0.16297,0.04792,0.03392
28,149,1.2359,0.81642,11.9745,-1.08662,0.9528,2.5432,0,0,1,1,-1.75614,-0.000647,-0.00681,-2.14248,-0.00071,0.12346,-2.9569,-0.00146,0.04934,2.08,384.37,0.72648,0.7376,0.12364,0.09538,0.10841,0.13762,0.04146,0.0294
28,171,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,2,0.5281,0.96753,4.0926,-0.85977,0.9619,2.0753,0,0,1,1,-1.06366,0.00016,-0.14748,-0.29046,3e-04,-0.29301,0.6587,0.00055,-0.47919,0.105,1433.98,0.38166,0.70621,0.10359,0.10497,0.17705,0.09645,0.33769,0.09237
29,6,0.4038,0.98738,2.2865,-1.13952,0.99465,2.1697,0,0,1,1,-1.65189,1.8e-05,-0.03607,0.5739,0.00054,-0.4454,0.5526,0.00074,-0.5459,33.965,1725.57,0.56715,0.70323,0.09532,0.10617,0.20067,0.11541,0.13687,0.07519
29,14,0.5941,0.95905,4.5528,-0.99607,0.95859,2.0358,0,0,1,1,-0.37481,0.000284,-0.37794,-0.04901,0.00079,-0.47113,1.0638,0.001,-0.76817,4.965,532.58,0.47388,0.84118,0.13682,0.06251,0.15335,0.06322,0.23595,0.03309
29,15,0.5941,0.95905,4.5528,-0.99607,0.95859,2.0358,0,0,1,1,-0.37481,0.000284,-0.37794,-0.04901,0.00079,-0.47113,1.0638,0.001,-0.76817,4.965,532.58,0.47388,0.84118,0.13682,0.06251,0.15335,0.06322,0.23595,0.03309
29,29,0.5044,0.94359,2.9709,-0.95896,0.98822,1.6749,0,0,1,1,-1.70472,-0.000234,0.00174,-1.71684,-0.00035,0.02057,-1.3622,3e-05,-0.16021,133.783,1100.21,0.67373,0.72965,0.11976,0.10387,0.12788,0.10339,0.07864,0.06309
29,44,0.5313,0.92834,0.5543,-0.27808,0.87365,1.2577,0,0,1,1,-1.971,-0.000605,-0.02757,-1.42941,-0.00184,-0.01464,-1.0456,-0.00139,-0.20518,2.871,450.4,0.62824,0.80709,0.08254,0.07234,0.14519,0.07731,0.14402,0.04326
29,63,0.4497,0.98505,18.889,-1.63154,1.00082,2.2977,0,0,1,1,-0.57145,0.000227,-0.15919,-1.27192,0.00036,-0.17778,-1.1714,0.00077,-0.44104,0.273,1739.77,0.55837,0.69573,0.24201,0.17756,0.11647,0.09625,0.08315,0.03046
29,65,1.1175,0.81468,18.889,-1.63154,1.00082,2.2977,0,0,1,1,-1.17972,-0.001027,-0.01349,-1.92377,0.00071,-0.00086,-0.5156,0.00309,-0.58997,0.252,464.14,0.59845,0.6927,0.17983,0.12165,0.0873,0.13968,0.13443,0.04597
29,76,0.6182,0.94452,1.3733,-0.66371,0.9526,1.2175,0,0,1,1,-1.42161,6.3e-05,-0.04927,-1.47516,-0.00025,-0.00743,0.2585,0.00115,-0.62191,0.515,838.11,0.5275,0.70914,0.11703,0.12947,0.11913,0.12503,0.23634,0.03635
29,85,1.1949,0.8309,8.2093,-0.9376,0.94411,2.1757,0,0,1,1,-1.86635,-0.000358,0.01475,-1.43544,0.00154,-0.02359,-1.9302,-0.00137,-0.09356,0.36,425.88,0.66163,0.62928,0.1049,0.09139,0.15145,0.25042,0.08202,0.02891
29,122,1.4368,0.80886,23.3159,-1.42244,1.05277,2.8975,0,0,1,1,-2.05141,-0.000465,0.03387,-1.53047,-0.00133,0.05057,-2.2086,0.00148,-0.20687,4.49,136.23,0.69016,0.70283,0.09555,0.10029,0.16638,0.16297,0.04792,0.03392
29,149,1.2359,0.81642,11.9745,-1.08662,0.9528,2.5432,0,0,1,1,-1.75614,-0.000647,-0.00681,-2.14248,-0.00071,0.12346,-2.9569,-0.00146,0.04934,2.08,384.37,0.72648,0.7376,0.12364,0.09538,0.10841,0.13762,0.04146,0.0294
29,171,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,2,0.5281,0.96753,4.0926,-0.85977,0.9619,2.0753,0,0,1,1,-1.06366,0.00016,-0.14748,-0.29046,3e-04,-0.29301,0.6587,0.00055,-0.47919,0.105,1433.98,0.38166,0.70621,0.10359,0.10497,0.17705,0.09645,0.33769,0.09237
30,6,0.4038,0.98738,2.2865,-1.13952,0.99465,2.1697,0,0,1,1,-1.65189,1.8e-05,-0.03607,0.5739,0.00054,-0.4454,0.5526,0.00074,-0.5459,33.965,1725.57,0.56715,0.70323,0.09532,0.10617,0.20067,0.11541,0.13687,0.07519
30,14,0.5941,0.95905,4.5528,-0.99607,0.95859,2.0358,0,0,1,1,-0.37481,0.000284,-0.37794,-0.04901,0.00079,-0.47113,1.0638,0.001,-0.76817,4.965,532.58,0.47388,0.84118,0.13682,0.06251,0.15335,0.06322,0.23595,0.03309
30,15,0.5941,0.95905,4.5528,-0.99607,0.95859,2.0358,0,0,1,1,-0.37481,0.000284,-0.37794,-0.04901,0.00079,-0.47113,1.0638,0.001,-0.76817,4.965,532.58,0.47388,0.84118,0.13682,0.06251,0.15335,0.06322,0.23595,0.03309
30,29,0.5044,0.94359,2.9709,-0.95896,0.98822,1.6749,0,0,1,1,-1.70472,-0.000234,0.00174,-1.71684,-0.00035,0.02057,-1.3622,3e-05,-0.16021,133.783,1100.21,0.67373,0.72965,0.11976,0.10387,0.12788,0.10339,0.07864,0.06309
30,44,0.5313,0.92834,0.5543,-0.27808,0.87365,1.2577,0,0,1,1,-1.971,-0.000605,-0.02757,-1.42941,-0.00184,-0.01464,-1.0456,-0.00139,-0.20518,2.871,450.4,0.62824,0.80709,0.08254,0.07234,0.14519,0.07731,0.14402,0.04326
30,63,0.4497,0.98505,18.889,-1.63154,1.00082,2.2977,0,0,1,1,-0.57145,0.000227,-0.15919,-1.27192,0.00036,-0.17778,-1.1714,0.00077,-0.44104,0.273,1739.77,0.55837,0.69573,0.24201,0.17756,0.11647,0.09625,0.08315,0.03046
30,65,1.1175,0.81468,18.889,-1.63154,1.00082,2.2977,0,0,1,1,-1.17972,-0.001027,-0.01349,-1.92377,0.00071,-0.00086,-0.5156,0.00309,-0.58997,0.252,464.14,0.59845,0.6927,0.17983,0.12165,0.0873,0.13968,0.13443,0.04597
30,76,0.6182,0.94452,1.3733,-0.66371,0.9526,1.2175,0,0,1,1,-1.42161,6.3e-05,-0.04927,-1.47516,-0.00025,-0.00743,0.2585,0.00115,-0.62191,0.515,838.11,0.5275,0.70914,0.11703,0.12947,0.11913,0.12503,0.23634,0.03635
30,85,1.1949,0.8309,8.2093,-0.9376,0.94411,2.1757,0,0,1,1,-1.86635,-0.000358,0.01475,-1.43544,0.00154,-0.02359,-1.9302,-0.00137,-0.09356,0.36,425.88,0.66163,0.62928,0.1049,0.09139,0.15145,0.25042,0.08202,0.02891
30,122,1.4368,0.80886,23.3159,-1.42244,1.05277,2.8975,0,0,1,1,-2.05141,-0.000465,0.03387,-1.53047,-0.00133,0.05057,-2.2086,0.00148,-0.20687,4.49,136.23,0.69016,0.70283,0.09555,0.10029,0.16638,0.16297,0.04792,0.03392
30,149,1.2359,0.81642,11.9745,-1.08662,0.9528,2.5432,0,0,1,1,-1.75614,-0.000647,-0.00681,-2.14248,-0.00071,0.12346,-2.9569,-0.00146,0.04934,2.08,384.37,0.72648,0.7376,0.12364,0.09538,0.10841,0.13762,0.04146,0.0294
30,171,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,2,0.5509,0.98018,11.6578,-0.49347,0.06074,5.2419,100,-2.17931,0.9991,4.09925,-1.37218,0.007878,-0.18826,-2.45511,-0.01413,0.10051,-0.1226,0.04559,-0.93249,0.211,27.48,0.67622,0.7317,0.12587,0.11963,0.06833,0.06044,0.12958,0.08823
31,6,0.9432,0.84763,100,-1.36992,0.89557,1.6736,100,-2.17931,0.9991,4.09925,-2.97379,-0.00134,0.2494,-4.65824,-0.0037,0.5385,1.2582,0.00171,-0.73357,70.338,509.04,0.72553,0.79961,0.09917,0.09803,0.05437,0.03323,0.12093,0.06913
31,14,1.2162,0.82326,100,-1.49678,0.93451,1.159,100,-1.61927,0.97102,1.51792,3.06378,0.006394,-1.239,-3.27015,-0.00439,0.35719,-0.2699,0.00227,-0.55171,82.955,322.91,0.74043,0.7893,0.10507,0.10172,0.09675,0.05757,0.05775,0.05141
31,15,1.2162,0.82326,100,-1.49678,0.93451,1.159,100,-1.61927,0.97102,1.51792,3.06378,0.006394,-1.239,-3.27015,-0.00439,0.35719,-0.2699,0.00227,-0.55171,82.955,322.91,0.74043,0.7893,0.10507,0.10172,0.09675,0.05757,0.05775,0.05141
31,29,0.3927,0.99712,1.35,-0.05725,0,1.2869,26.22,-1.78646,0.9987,1.1187,-1.15712,0.00074,-0.17353,0.55727,0.00053,-0.40518,-0.3311,-6.00E-05,-0.31275,7.785,423.8,0.4649,0.69305,0.09447,0.10413,0.29024,0.12993,0.1504,0.0729
31,41,0.739,0.91526,4.694,-0.62462,0.82075,1.1935,100,-1.68068,0.98349,1.06697,-2.40389,-0.000639,0.16747,0.7055,0.0011,-0.40103,4.4257,0.00363,-1.26336,127.454,477.88,0.5575,0.59987,0.10526,0.11245,0.18298,0.17218,0.15426,0.1155
31,43,0.5895,0.95501,2.4231,-0.52747,0.94556,2.0186,2.788,-2.1089,1.10794,1.20552,-1.11953,0.003212,-0.25027,-0.6021,-0.00102,-0.18196,-1.247,-0.002,-0.23045,1.681,199.54,0.56309,0.71948,0.11489,0.11772,0.2179,0.12207,0.10411,0.04073
31,44,0.5895,0.95501,2.4231,-0.52747,0.94556,2.0186,2.788,-2.1089,1.10794,1.20552,-1.11953,0.003212,-0.25027,-0.6021,-0.00102,-0.18196,-1.247,-0.002,-0.23045,1.681,199.54,0.56309,0.71948,0.11489,0.11772,0.2179,0.12207,0.10411,0.04073
31,62,0.5679,0.94596,19.9494,-0.93315,0.80555,2.6637,100,-1.41572,0.87338,1.56558,-1.19499,7.9e-05,-0.08655,-4.83234,-0.00276,0.53188,-5.0544,-0.00312,0.48852,28.243,451.74,0.76693,0.7841,0.17181,0.14477,0.03645,0.04674,0.02482,0.02439
31,63,0.5679,0.94596,19.9494,-0.93315,0.80555,2.6637,100,-1.41572,0.87338,1.56558,-1.19499,7.9e-05,-0.08655,-4.83234,-0.00276,0.53188,-5.0544,-0.00312,0.48852,28.243,451.74,0.76693,0.7841,0.17181,0.14477,0.03645,0.04674,0.02482,0.02439
31,65,0.4077,0.97967,1.0657,-0.01163,0,1.0165,100,-1.41572,0.87338,1.56558,-1.19499,7.9e-05,-0.08655,-4.83234,-0.00276,0.53188,-5.0544,-0.00312,0.48852,28.243,451.74,0.76693,0.7841,0.17181,0.14477,0.03645,0.04674,0.02482,0.02439
31,76,0.7431,0.9229,24.7824,-0.77865,0.26881,2.9193,100,-1.01589,0.06729,1.90301,-1.72327,-0.001364,0.02059,-3.44421,-0.00878,0.60997,-2.3314,0.00552,-0.22353,20.684,154.95,0.69879,0.7068,0.12963,0.11336,0.13474,0.12788,0.03684,0.05196
31,171,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,174,1.2162,0.82326,100,-1.44257,0.90453,1.3544,100,-1.61927,0.97102,1.51792,3.06378,0.006394,-1.239,-3.27015,-0.00439,0.35719,-0.2699,0.00227,-0.55171,82.955,322.91,0.74043,0.7893,0.10507,0.10172,0.09675,0.05757,0.05775,0.05141
32,2,0.5811,0.96005,11.6578,-0.49347,0.06074,5.2419,7.991,-0.9352,0.94035,1.37407,-1.39584,-0.000643,-0.0796,-1.25601,-0.001,-0.07413,-0.8679,-0.00268,-0.10597,0.769,392.98,0.55153,0.75722,0.11873,0.09042,0.13783,0.09349,0.19191,0.05886
32,6,0.4656,0.97749,1.2877,-0.0429,0,1.2289,7.991,-0.9352,0.94035,1.37407,-1.59814,0.000314,-0.07837,-0.01299,-0.00026,-0.30559,1.0653,2e-05,-0.6183,7.663,658.35,0.44971,0.75948,0.07473,0.11354,0.20394,0.08668,0.27162,0.0403
32,14,0.4237,1.0274,14.5088,-1.04324,0.93051,4.5486,100,-1.61927,0.97102,1.51792,-1.71979,-0.001643,-0.07207,-1.8739,-0.00048,-0.08973,-1.5253,-0.00173,-0.22626,0.525,228.62,0.69565,0.82645,0.11006,0.06863,0.09159,0.06969,0.10271,0.03524
32,15,0.6123,0.94632,24.1275,-0.82259,0.67957,7.718,100,-1.61927,0.97102,1.51792,-1.79043,-0.000155,-0.07917,-1.92851,-0.00065,-0.02012,-1.9954,-0.00168,-0.04376,0.633,643.08,0.70833,0.82699,0.10308,0.07482,0.0994,0.06936,0.08919,0.02883
32,29,0.3927,0.99712,1.35,-0.05725,0,1.2869,26.22,-1.78646,0.9987,1.1187,-1.15712,0.00074,-0.17353,0.55727,0.00053,-0.40518,-0.3311,-6.00E-05,-0.31275,7.785,423.8,0.4649,0.69305,0.09447,0.10413,0.29024,0.12993,0.1504,0.0729
32,41,0.739,0.91526,4.694,-0.62462,0.82075,1.1935,100,-1.68068,0.98349,1.06697,-2.40389,-0.000639,0.16747,0.7055,0.0011,-0.40103,4.4257,0.00363,-1.26336,127.454,477.88,0.5575,0.59987,0.10526,0.11245,0.18298,0.17218,0.15426,0.1155
32,43,0.5895,0.95501,2.4231,-0.52747,0.94556,2.0186,2.788,-2.1089,1.10794,1.20552,-1.11953,0.003212,-0.25027,-0.6021,-0.00102,-0.18196,-1.247,-0.002,-0.23045,1.681,199.54,0.56309,0.71948,0.11489,0.11772,0.2179,0.12207,0.10411,0.04073
32,44,0.5895,0.95501,2.4231,-0.52747,0.94556,2.0186,2.788,-2.1089,1.10794,1.20552,-1.11953,0.003212,-0.25027,-0.6021,-0.00102,-0.18196,-1.247,-0.002,-0.23045,1.681,199.54,0.56309,0.71948,0.11489,0.11772,0.2179,0.12207,0.10411,0.04073
32,62,0.5081,0.97244,8.7373,-0.66274,0.71585,4.1107,26.623,-1.2398,0.95594,1.76882,-1.17647,-0.000616,-0.02634,-3.03989,-0.00084,0.23101,-2.167,0.00112,-0.28582,0.661,802.9,0.69654,0.76145,0.20512,0.12009,0.04971,0.08693,0.04864,0.03153
32,63,0.5081,0.97244,8.7373,-0.66274,0.71585,4.1107,26.623,-1.2398,0.95594,1.76882,-1.17647,-0.000616,-0.02634,-3.03989,-0.00084,0.23101,-2.167,0.00112,-0.28582,0.661,802.9,0.69654,0.76145,0.20512,0.12009,0.04971,0.08693,0.04864,0.03153
32,65,0.5505,0.94477,1.6864,-0.10429,0,1.5403,26.623,-1.2398,0.95594,1.76882,-2.3775,-0.002379,0.25617,-2.59064,-0.00175,0.25394,-0.4662,0.0034,-0.67963,1.107,504.08,0.6898,0.74663,0.10147,0.10308,0.08172,0.11274,0.127,0.03756
32,76,0.7431,0.9229,24.7824,-0.77865,0.26881,2.9193,100,-1.01589,0.06729,1.90301,-1.72327,-0.001364,0.02059,-3.44421,-0.00878,0.60997,-2.3314,0.00552,-0.22353,20.684,154.95,0.69879,0.7068,0.12963,0.11336,0.13474,0.12788,0.03684,0.05196
32,171,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,174,0.6186,0.94465,23.1808,-0.85514,0.74927,7.3114,100,-1.61927,0.97102,1.51792,-1.76353,-0.00011,-0.08677,-1.95439,-0.00061,-0.01845,-1.9882,-0.00157,-0.0519,0.525,643.08,0.70911,0.82549,0.10481,0.07519,0.0973,0.06993,0.08879,0.02939
33,2,0.5811,0.96005,11.6578,-0.49347,0.06074,5.2419,7.991,-0.9352,0.94035,1.37407,-1.39584,-0.000643,-0.0796,-1.25601,-0.001,-0.07413,-0.8679,-0.00268,-0.10597,0.769,392.98,0.55153,0.75722,0.11873,0.09042,0.13783,0.09349,0.19191,0.05886
33,6,0.4656,0.97749,1.2877,-0.0429,0,1.2289,7.991,-0.9352,0.94035,1.37407,-1.59814,0.000314,-0.07837,-0.01299,-0.00026,-0.30559,1.0653,2e-05,-0.6183,7.663,658.35,0.44971,0.75948,0.07473,0.11354,0.20394,0.08668,0.27162,0.0403
33,14,0.4237,1.0274,14.5088,-1.04324,0.93051,4.5486,100,-1.61927,0.97102,1.51792,-1.71979,-0.001643,-0.07207,-1.8739,-0.00048,-0.08973,-1.5253,-0.00173,-0.22626,0.525,228.62,0.69565,0.82645,0.11006,0.06863,0.09159,0.06969,0.10271,0.03524
33,15,0.6123,0.94632,24.1275,-0.82259,0.67957,7.718,100,-1.61927,0.97102,1.51792,-1.79043,-0.000155,-0.07917,-1.92851,-0.00065,-0.02012,-1.9954,-0.00168,-0.04376,0.633,643.08,0.70833,0.82699,0.10308,0.07482,0.0994,0.06936,0.08919,0.02883
33,29,0.3927,0.99712,1.35,-0.05725,0,1.2869,26.22,-1.78646,0.9987,1.1187,-1.15712,0.00074,-0.17353,0.55727,0.00053,-0.40518,-0.3311,-6.00E-05,-0.31275,7.785,423.8,0.4649,0.69305,0.09447,0.10413,0.29024,0.12993,0.1504,0.0729
33,41,0.739,0.91526,4.694,-0.62462,0.82075,1.1935,100,-1.68068,0.98349,1.06697,-2.40389,-0.000639,0.16747,0.7055,0.0011,-0.40103,4.4257,0.00363,-1.26336,127.454,477.88,0.5575,0.59987,0.10526,0.11245,0.18298,0.17218,0.15426,0.1155
33,43,0.5895,0.95501,2.4231,-0.52747,0.94556,2.0186,2.788,-2.1089,1.10794,1.20552,-1.11953,0.003212,-0.25027,-0.6021,-0.00102,-0.18196,-1.247,-0.002,-0.23045,1.681,199.54,0.56309,0.71948,0.11489,0.11772,0.2179,0.12207,0.10411,0.04073
33,44,0.5895,0.95501,2.4231,-0.52747,0.94556,2.0186,2.788,-2.1089,1.10794,1.20552,-1.11953,0.003212,-0.25027,-0.6021,-0.00102,-0.18196,-1.247,-0.002,-0.23045,1.681,199.54,0.56309,0.71948,0.11489,0.11772,0.2179,0.12207,0.10411,0.04073
33,62,0.5081,0.97244,8.7373,-0.66274,0.71585,4.1107,26.623,-1.2398,0.95594,1.76882,-1.17647,-0.000616,-0.02634,-3.03989,-0.00084,0.23101,-2.167,0.00112,-0.28582,0.661,802.9,0.69654,0.76145,0.20512,0.12009,0.04971,0.08693,0.04864,0.03153
33,63,0.5081,0.97244,8.7373,-0.66274,0.71585,4.1107,26.623,-1.2398,0.95594,1.76882,-1.17647,-0.000616,-0.02634,-3.03989,-0.00084,0.23101,-2.167,0.00112,-0.28582,0.661,802.9,0.69654,0.76145,0.20512,0.12009,0.04971,0.08693,0.04864,0.03153
33,65,0.5505,0.94477,1.6864,-0.10429,0,1.5403,26.623,-1.2398,0.95594,1.76882,-2.3775,-0.002379,0.25617,-2.59064,-0.00175,0.25394,-0.4662,0.0034,-0.67963,1.107,504.08,0.6898,0.74663,0.10147,0.10308,0.08172,0.11274,0.127,0.03756
33,76,0.7431,0.9229,24.7824,-0.77865,0.26881,2.9193,100,-1.01589,0.06729,1.90301,-1.72327,-0.001364,0.02059,-3.44421,-0.00878,0.60997,-2.3314,0.00552,-0.22353,20.684,154.95,0.69879,0.7068,0.12963,0.11336,0.13474,0.12788,0.03684,0.05196
33,171,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,174,0.6186,0.94465,23.1808,-0.85514,0.74927,7.3114,100,-1.61927,0.97102,1.51792,-1.76353,-0.00011,-0.08677,-1.95439,-0.00061,-0.01845,-1.9882,-0.00157,-0.0519,0.525,643.08,0.70911,0.82549,0.10481,0.07519,0.0973,0.06993,0.08879,0.02939
34,2,0.5811,0.96005,11.6578,-0.49347,0.06074,5.2419,7.991,-0.9352,0.94035,1.37407,-1.39584,-0.000643,-0.0796,-1.25601,-0.001,-0.07413,-0.8679,-0.00268,-0.10597,0.769,392.98,0.55153,0.75722,0.11873,0.09042,0.13783,0.09349,0.19191,0.05886
34,5,0.5799,0.93397,1.2379,-0.03274,0,1.0913,7.991,-0.9352,0.94035,1.37407,-1.59814,0.000314,-0.07837,-0.01299,-0.00026,-0.30559,1.0653,2e-05,-0.6183,7.663,658.35,0.44971,0.75948,0.07473,0.11354,0.20394,0.08668,0.27162,0.0403
34,6,0.4656,0.97749,1.2877,-0.0429,0,1.2289,7.991,-0.9352,0.94035,1.37407,-1.59814,0.000314,-0.07837,-0.01299,-0.00026,-0.30559,1.0653,2e-05,-0.6183,7.663,658.35,0.44971,0.75948,0.07473,0.11354,0.20394,0.08668,0.27162,0.0403
34,10,0.4656,0.97749,1.2877,-0.0429,0,1.2289,7.991,-0.9352,0.94035,1.37407,-1.59814,0.000314,-0.07837,-0.01299,-0.00026,-0.30559,1.0653,2e-05,-0.6183,7.663,658.35,0.44971,0.75948,0.07473,0.11354,0.20394,0.08668,0.27162,0.0403
34,14,0.4237,1.0274,14.5088,-1.04324,0.93051,4.5486,100,-1.61927,0.97102,1.51792,-1.71979,-0.001643,-0.07207,-1.8739,-0.00048,-0.08973,-1.5253,-0.00173,-0.22626,0.525,228.62,0.69565,0.82645,0.11006,0.06863,0.09159,0.06969,0.10271,0.03524
34,15,0.6123,0.94632,24.1275,-0.82259,0.67957,7.718,100,-1.61927,0.97102,1.51792,-1.79043,-0.000155,-0.07917,-1.92851,-0.00065,-0.02012,-1.9954,-0.00168,-0.04376,0.633,643.08,0.70833,0.82699,0.10308,0.07482,0.0994,0.06936,0.08919,0.02883
34,29,0.3927,0.99712,1.35,-0.05725,0,1.2869,26.22,-1.78646,0.9987,1.1187,-1.15712,0.00074,-0.17353,0.55727,0.00053,-0.40518,-0.3311,-6.00E-05,-0.31275,7.785,423.8,0.4649,0.69305,0.09447,0.10413,0.29024,0.12993,0.1504,0.0729
34,31,0.3927,0.99712,1.35,-0.05725,0,1.2869,26.22,-1.78646,0.9987,1.1187,-1.15712,0.00074,-0.17353,0.55727,0.00053,-0.40518,-0.3311,-6.00E-05,-0.31275,7.785,423.8,0.4649,0.69305,0.09447,0.10413,0.29024,0.12993,0.1504,0.0729
34,32,0.3927,0.99712,1.35,-0.05725,0,1.2869,26.22,-1.78646,0.9987,1.1187,-1.15712,0.00074,-0.17353,0.55727,0.00053,-0.40518,-0.3311,-6.00E-05,-0.31275,7.785,423.8,0.4649,0.69305,0.09447,0.10413,0.29024,0.12993,0.1504,0.0729
34,33,0.3927,0.99712,1.35,-0.05725,0,1.2869,26.22,-1.78646,0.9987,1.1187,-1.15712,0.00074,-0.17353,0.55727,0.00053,-0.40518,-0.3311,-6.00E-05,-0.31275,7.785,423.8,0.4649,0.69305,0.09447,0.10413,0.29024,0.12993,0.1504,0.0729
34,41,0.739,0.91526,4.694,-0.62462,0.82075,1.1935,100,-1.68068,0.98349,1.06697,-2.40389,-0.000639,0.16747,0.7055,0.0011,-0.40103,4.4257,0.00363,-1.26336,127.454,477.88,0.5575,0.59987,0.10526,0.11245,0.18298,0.17218,0.15426,0.1155
34,42,0.5895,0.95501,2.4231,-0.52747,0.94556,2.0186,2.788,-2.1089,1.10794,1.20552,-1.11953,0.003212,-0.25027,-0.6021,-0.00102,-0.18196,-1.247,-0.002,-0.23045,1.681,199.54,0.56309,0.71948,0.11489,0.11772,0.2179,0.12207,0.10411,0.04073
34,43,0.5895,0.95501,2.4231,-0.52747,0.94556,2.0186,2.788,-2.1089,1.10794,1.20552,-1.11953,0.003212,-0.25027,-0.6021,-0.00102,-0.18196,-1.247,-0.002,-0.23045,1.681,199.54,0.56309,0.71948,0.11489,0.11772,0.2179,0.12207,0.10411,0.04073
34,44,0.5895,0.95501,2.4231,-0.52747,0.94556,2.0186,2.788,-2.1089,1.10794,1.20552,-1.11953,0.003212,-0.25027,-0.6021,-0.00102,-0.18196,-1.247,-0.002,-0.23045,1.681,199.54,0.56309,0.71948,0.11489,0.11772,0.2179,0.12207,0.10411,0.04073
34,46,0.5895,0.95501,2.4231,-0.52747,0.94556,2.0186,2.788,-2.1089,1.10794,1.20552,-1.11953,0.003212,-0.25027,-0.6021,-0.00102,-0.18196,-1.247,-0.002,-0.23045,1.681,199.54,0.56309,0.71948,0.11489,0.11772,0.2179,0.12207,0.10411,0.04073
34,61,0.6156,0.94009,15.2853,-0.72512,0.65647,5.6784,225.279,-1.91784,0.99107,1.52935,-1.53054,3.6e-05,-0.12161,-1.56293,-6.00E-04,-0.06192,-1.3246,-0.00126,-0.15206,0.525,658.35,0.6373,0.80767,0.11204,0.0812,0.12008,0.07636,0.13058,0.03477
34,62,0.5081,0.97244,8.7373,-0.66274,0.71585,4.1107,26.623,-1.2398,0.95594,1.76882,-1.17647,-0.000616,-0.02634,-3.03989,-0.00084,0.23101,-2.167,0.00112,-0.28582,0.661,802.9,0.69654,0.76145,0.20512,0.12009,0.04971,0.08693,0.04864,0.03153
34,63,0.5081,0.97244,8.7373,-0.66274,0.71585,4.1107,26.623,-1.2398,0.95594,1.76882,-1.17647,-0.000616,-0.02634,-3.03989,-0.00084,0.23101,-2.167,0.00112,-0.28582,0.661,802.9,0.69654,0.76145,0.20512,0.12009,0.04971,0.08693,0.04864,0.03153
34,65,0.5505,0.94477,1.6864,-0.10429,0,1.5403,26.623,-1.2398,0.95594,1.76882,-2.3775,-0.002379,0.25617,-2.59064,-0.00175,0.25394,-0.4662,0.0034,-0.67963,1.107,504.08,0.6898,0.74663,0.10147,0.10308,0.08172,0.11274,0.127,0.03756
34,76,0.7431,0.9229,24.7824,-0.77865,0.26881,2.9193,100,-1.01589,0.06729,1.90301,-1.72327,-0.001364,0.02059,-3.44421,-0.00878,0.60997,-2.3314,0.00552,-0.22353,20.684,154.95,0.69879,0.7068,0.12963,0.11336,0.13474,0.12788,0.03684,0.05196
