DefaultSPUId,DefaultSpeciesTypeId,A,B,a_nonmerch,b_nonmerch,k_nonmerch,cap_nonmerch,a_sap,b_sap,k_sap,cap_sap,a1,a2,a3,b1,b2,b3,c1,c2,c3,min_volume,max_volume,low_stemwood_prop,high_stemwood_prop,low_stembark_prop,high_stembark_prop,low_branches_prop,high_branches_prop,low_foliage_prop,high_foliage_prop
13,37,1.1315,0.8359,4.1476,-0.76046,0.92501,2.034,0,0,1,1,-1.38032,0.000455,-0.10155,-1.61275,-0.00033,0.06642,-1.2011,0.00037,-0.25811,2.43,577.77,0.62019,0.66935,0.12738,0.11469,0.14113,0.16787,0.1113,0.04809
13,44,1.1018,0.83494,11.4145,-1.08262,0.99561,2.3292,0,0,1,1,-1.86554,0.000196,-0.06568,-1.38585,0.00074,-0.10448,-1.6028,-0.00099,-0.11724,0.32,263.16,0.66039,0.73372,0.09161,0.08283,0.13874,0.12435,0.10926,0.0591
13,49,0.909,0.84108,2.3651,-0.41461,0.68885,1.8173,0,0,1,1,-1.90106,-0.000224,0.00674,-1.50461,5e-05,0.01838,-1.1861,0.00046,-0.18453,0.44,498.37,0.62355,0.65955,0.09423,0.09193,0.14287,0.16796,0.13935,0.08056
13,63,1.1179,0.82147,13.0391,-1.07068,0.95229,2.5254,0,0,1,1,-1.40387,0.000245,-0.05723,-1.59301,-0.00019,-0.01962,-1.9031,-0.00134,-0.12052,0.32,576.63,0.64858,0.71989,0.1448,0.1415,0.1276,0.11556,0.07903,0.02305
13,65,0.9666,0.86661,6.2892,-0.82426,0.9099,2.5863,0,0,1,1,-1.23466,-1.10E-05,-0.09545,-1.36951,2e-04,-0.05295,-2.5826,-0.00152,-0.01924,1.11,620.18,0.64571,0.72074,0.15805,0.11268,0.14919,0.14785,0.04705,0.01874
13,74,1.0608,0.85596,12.641,-1.19872,0.97793,1.8768,0,0,1,1,-1.89528,-0.00017,0.00072,-0.96097,7e-04,-0.03514,-1.9712,-0.00048,-0.14027,0.53,425.88,0.61715,0.62269,0.09285,0.08743,0.22239,0.25969,0.06761,0.03019
13,76,1.3085,0.81112,10.9557,-1.03674,0.94449,2.1932,0,0,1,1,-1.80116,0.000113,-0.00492,-1.64694,-0.00025,0.03298,-1.9576,-0.00113,-0.08233,0.36,423.37,0.67102,0.69809,0.10988,0.11735,0.13661,0.14748,0.08248,0.03708
13,82,1.267,0.8495,11.6101,-0.98232,0.93252,2.7295,0,0,1,1,-1.89129,-0.000468,-0.01364,-1.27315,0.00014,0.01875,-2.0256,-0.00115,-0.18576,0.44,509.09,0.65246,0.68015,0.09617,0.07426,0.18856,0.22996,0.0628,0.01563
13,86,1.2059,0.83609,5.6472,-0.85349,0.93176,1.8758,0,0,1,1,-1.85834,-0.000337,-0.00649,-1.50842,2e-05,0.03656,-2.145,-0.0012,-0.07446,0.48,362.28,0.66991,0.6856,0.1033,0.09105,0.15774,0.18992,0.06906,0.03343
13,94,1.5119,0.8097,22.6137,-1.274,0.98144,1.996,0,0,1,1,-1.90715,-0.000683,-0.01519,-2.55804,-0.00105,0.29661,-1.4609,-0.00059,-0.30459,0.28,496.33,0.70854,0.70751,0.10257,0.06812,0.08987,0.20594,0.09902,0.01843
13,171,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,177,1.0212,0.84163,13.0114,-1.0724,0.95665,2.5225,0,0,1,1,-1.41617,0.000173,-0.05252,-1.57953,-8.00E-05,-0.02379,-1.9148,-0.00145,-0.11888,0.32,620.18,0.64891,0.72006,0.14423,0.13874,0.12851,0.12109,0.07836,0.02011
14,2,0.8934,0.84625,7.778,-1.0055,0.9632,2.4178,0,0,1,1,-1.69756,-0.000441,-0.01629,-1.11363,-0.00077,-0.05521,-0.9476,-0.00181,-0.07405,0.24,147.47,0.54926,0.63105,0.0979,0.09977,0.16457,0.14012,0.18827,0.12906
14,6,0.8508,0.87305,10.3604,-1.09695,0.96566,2.5352,0,0,1,1,-1.80873,0.000181,-0.02973,-1.56661,-8.00E-05,-0.00342,-0.6369,0.001,-0.3071,0.29,366.94,0.59498,0.68044,0.09279,0.09993,0.12349,0.13524,0.18874,0.08439
14,8,0.8934,0.84625,7.778,-1.0055,0.9632,2.4178,0,0,1,1,-1.69756,-0.000441,-0.01629,-1.11363,-0.00077,-0.05521,-0.9476,-0.00181,-0.07405,0.24,147.47,0.54926,0.63105,0.0979,0.09977,0.16457,0.14012,0.18827,0.12906
14,13,1.0175,0.82995,6.1983,-0.88217,0.94853,2.1142,0,0,1,1,-1.73568,-6.40E-05,-0.0263,-1.66042,-0.00023,0.03481,-0.7041,0.00056,-0.34668,1.23,835.86,0.61239,0.70688,0.10287,0.09894,0.12401,0.13999,0.16074,0.05419
14,14,1.4816,0.76823,8.5964,-0.98683,0.95124,2.0928,0,0,1,1,-2.01493,0.000198,-0.05034,-1.53143,0.00052,-0.1075,-1.6738,-0.00071,-0.11581,0.25,395.45,0.68571,0.75938,0.08411,0.08097,0.12408,0.10589,0.10611,0.05376
14,20,0.9765,0.85057,2.3721,-0.58826,0.89493,1.5785,0,0,1,1,-2.13905,-0.000459,0.01813,-1.2029,-7.00E-05,-0.09094,-0.5516,0.00093,-0.3485,8.59,506.8,0.62751,0.72791,0.07717,0.07605,0.14855,0.11949,0.14676,0.07654
14,29,1.0441,0.833,11.9357,-0.95322,0.88778,2.4146,0,0,1,1,-1.68863,0.000201,-0.02388,-1.56658,0.00039,-0.01797,-1.1394,-0.00057,-0.14043,0.28,411.81,0.61218,0.66569,0.10871,0.11571,0.12404,0.14649,0.15506,0.07211
14,37,1.1315,0.8359,4.1476,-0.76046,0.92501,2.034,0,0,1,1,-1.38032,0.000455,-0.10155,-1.61275,-0.00033,0.06642,-1.2011,0.00037,-0.25811,2.43,577.77,0.62019,0.66935,0.12738,0.11469,0.14113,0.16787,0.1113,0.04809
14,44,1.1018,0.83494,11.4145,-1.08262,0.99561,2.3292,0,0,1,1,-1.86554,0.000196,-0.06568,-1.38585,0.00074,-0.10448,-1.6028,-0.00099,-0.11724,0.32,263.16,0.66039,0.73372,0.09161,0.08283,0.13874,0.12435,0.10926,0.0591
14,49,0.909,0.84108,2.3651,-0.41461,0.68885,1.8173,0,0,1,1,-1.90106,-0.000224,0.00674,-1.50461,5e-05,0.01838,-1.1861,0.00046,-0.18453,0.44,498.37,0.62355,0.65955,0.09423,0.09193,0.14287,0.16796,0.13935,0.08056
14,63,1.1179,0.82147,13.0391,-1.07068,0.95229,2.5254,0,0,1,1,-1.40387,0.000245,-0.05723,-1.59301,-0.00019,-0.01962,-1.9031,-0.00134,-0.12052,0.32,576.63,0.64858,0.71989,0.1448,0.1415,0.1276,0.11556,0.07903,0.02305
14,65,0.9666,0.86661,6.2892,-0.82426,0.9099,2.5863,0,0,1,1,-1.23466,-1.10E-05,-0.09545,-1.36951,2e-04,-0.05295,-2.5826,-0.00152,-0.01924,1.11,620.18,0.64571,0.72074,0.15805,0.11268,0.14919,0.14785,0.04705,0.01874
14,74,1.0608,0.85596,12.641,-1.19872,0.97793,1.8768,0,0,1,1,-1.89528,-0.00017,0.00072,-0.96097,7e-04,-0.03514,-1.9712,-0.00048,-0.14027,0.53,425.88,0.61715,0.62269,0.09285,0.08743,0.22239,0.25969,0.06761,0.03019
14,76,1.3085,0.81112,10.9557,-1.03674,0.94449,2.1932,0,0,1,1,-1.80116,0.000113,-0.00492,-1.64694,-0.00025,0.03298,-1.9576,-0.00113,-0.08233,0.36,423.37,0.67102,0.69809,0.10988,0.11735,0.13661,0.14748,0.08248,0.03708
14,82,1.267,0.8495,11.6101,-0.98232,0.93252,2.7295,0,0,1,1,-1.89129,-0.000468,-0.01364,-1.27315,0.00014,0.01875,-2.0256,-0.00115,-0.18576,0.44,509.09,0.65246,0.68015,0.09617,0.07426,0.18856,0.22996,0.0628,0.01563
14,86,1.2059,0.83609,5.6472,-0.85349,0.93176,1.8758,0,0,1,1,-1.85834,-0.000337,-0.00649,-1.50842,2e-05,0.03656,-2.145,-0.0012,-0.07446,0.48,362.28,0.66991,0.6856,0.1033,0.09105,0.15774,0.18992,0.06906,0.03343
14,94,1.5119,0.8097,22.6137,-1.274,0.98144,1.996,0,0,1,1,-1.90715,-0.000683,-0.01519,-2.55804,-0.00105,0.29661,-1.4609,-0.00059,-0.30459,0.28,496.33,0.70854,0.70751,0.10257,0.06812,0.08987,0.20594,0.09902,0.01843
14,171,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,177,1.0212,0.84163,13.0114,-1.0724,0.95665,2.5225,0,0,1,1,-1.41617,0.000173,-0.05252,-1.57953,-8.00E-05,-0.02379,-1.9148,-0.00145,-0.11888,0.32,620.18,0.64891,0.72006,0.14423,0.13874,0.12851,0.12109,0.07836,0.02011
15,2,1.2604,0.80107,11.0714,-1.01223,0.93313,2.3143,0,0,1,1,-1.7983,-7.90E-05,-0.02461,-1.41308,6e-05,-0.08164,-0.9084,-0.00036,-0.19806,0.24,444.78,0.6017,0.71837,0.09565,0.09883,0.12793,0.10927,0.17472,0.07352
15,3,2.6222,0.67209,6.9185,-0.82515,0.88619,2.8005,0,0,1,1,-1.81514,-0.000236,-0.02081,-1.30649,0.00157,-0.11488,-1.8432,-0.00027,-0.06447,0.42,368.61,0.65692,0.67833,0.10325,0.08951,0.14658,0.16586,0.09325,0.0663
15,4,2.6222,0.67209,6.9185,-0.82515,0.88619,2.8005,0,0,1,1,-1.81514,-0.000236,-0.02081,-1.30649,0.00157,-0.11488,-1.8432,-0.00027,-0.06447,0.42,368.61,0.65692,0.67833,0.10325,0.08951,0.14658,0.16586,0.09325,0.0663
15,6,0.8508,0.87305,10.3604,-1.09695,0.96566,2.5352,0,0,1,1,-1.80873,0.000181,-0.02973,-1.56661,-8.00E-05,-0.00342,-0.6369,0.001,-0.3071,0.29,366.94,0.59498,0.68044,0.09279,0.09993,0.12349,0.13524,0.18874,0.08439
15,8,2.6222,0.67209,6.9185,-0.82515,0.88619,2.8005,0,0,1,1,-1.81514,-0.000236,-0.02081,-1.30649,0.00157,-0.11488,-1.8432,-0.00027,-0.06447,0.42,368.61,0.65692,0.67833,0.10325,0.08951,0.14658,0.16586,0.09325,0.0663
15,13,1.0175,0.82995,6.1983,-0.88217,0.94853,2.1142,0,0,1,1,-1.73568,-6.40E-05,-0.0263,-1.66042,-0.00023,0.03481,-0.7041,0.00056,-0.34668,1.23,835.86,0.61239,0.70688,0.10287,0.09894,0.12401,0.13999,0.16074,0.05419
15,14,1.4816,0.76823,8.5964,-0.98683,0.95124,2.0928,0,0,1,1,-2.01493,0.000198,-0.05034,-1.53143,0.00052,-0.1075,-1.6738,-0.00071,-0.11581,0.25,395.45,0.68571,0.75938,0.08411,0.08097,0.12408,0.10589,0.10611,0.05376
15,20,0.9765,0.85057,2.3721,-0.58826,0.89493,1.5785,0,0,1,1,-2.13905,-0.000459,0.01813,-1.2029,-7.00E-05,-0.09094,-0.5516,0.00093,-0.3485,8.59,506.8,0.62751,0.72791,0.07717,0.07605,0.14855,0.11949,0.14676,0.07654
15,22,0.9765,0.85057,2.3721,-0.58826,0.89493,1.5785,0,0,1,1,-2.13905,-0.000459,0.01813,-1.2029,-7.00E-05,-0.09094,-0.5516,0.00093,-0.3485,8.59,506.8,0.62751,0.72791,0.07717,0.07605,0.14855,0.11949,0.14676,0.07654
15,29,1.0441,0.833,11.9357,-0.95322,0.88778,2.4146,0,0,1,1,-1.68863,0.000201,-0.02388,-1.56658,0.00039,-0.01797,-1.1394,-0.00057,-0.14043,0.28,411.81,0.61218,0.66569,0.10871,0.11571,0.12404,0.14649,0.15506,0.07211
15,37,1.1315,0.8359,4.1476,-0.76046,0.92501,2.034,0,0,1,1,-1.38032,0.000455,-0.10155,-1.61275,-0.00033,0.06642,-1.2011,0.00037,-0.25811,2.43,577.77,0.62019,0.66935,0.12738,0.11469,0.14113,0.16787,0.1113,0.04809
15,44,1.1018,0.83494,11.4145,-1.08262,0.99561,2.3292,0,0,1,1,-1.86554,0.000196,-0.06568,-1.38585,0.00074,-0.10448,-1.6028,-0.00099,-0.11724,0.32,263.16,0.66039,0.73372,0.09161,0.08283,0.13874,0.12435,0.10926,0.0591
15,49,0.909,0.84108,2.3651,-0.41461,0.68885,1.8173,0,0,1,1,-1.90106,-0.000224,0.00674,-1.50461,5e-05,0.01838,-1.1861,0.00046,-0.18453,0.44,498.37,0.62355,0.65955,0.09423,0.09193,0.14287,0.16796,0.13935,0.08056
15,63,1.1179,0.82147,13.0391,-1.07068,0.95229,2.5254,0,0,1,1,-1.40387,0.000245,-0.05723,-1.59301,-0.00019,-0.01962,-1.9031,-0.00134,-0.12052,0.32,576.63,0.64858,0.71989,0.1448,0.1415,0.1276,0.11556,0.07903,0.02305
15,65,0.9666,0.86661,6.2892,-0.82426,0.9099,2.5863,0,0,1,1,-1.23466,-1.10E-05,-0.09545,-1.36951,2e-04,-0.05295,-2.5826,-0.00152,-0.01924,1.11,620.18,0.64571,0.72074,0.15805,0.11268,0.14919,0.14785,0.04705,0.01874
15,67,0.9666,0.86661,6.2892,-0.82426,0.9099,2.5863,0,0,1,1,-1.23466,-1.10E-05,-0.09545,-1.36951,2e-04,-0.05295,-2.5826,-0.00152,-0.01924,1.11,620.18,0.64571,0.72074,0.15805,0.11268,0.14919,0.14785,0.04705,0.01874
15,68,0.9524,0.86729,25.7653,-1.22018,0.96141,2.3668,0,0,1,1,-1.04499,0.000362,-0.12812,-2.02687,-5.00E-04,0.08718,-1.7801,-0.00107,-0.18382,3.61,558.18,0.64977,0.71786,0.17366,0.13728,0.10309,0.12406,0.07347,0.02081
15,74,1.0608,0.85596,12.641,-1.19872,0.97793,1.8768,0,0,1,1,-1.89528,-0.00017,0.00072,-0.96097,7e-04,-0.03514,-1.9712,-0.00048,-0.14027,0.53,425.88,0.61715,0.62269,0.09285,0.08743,0.22239,0.25969,0.06761,0.03019
15,76,1.3085,0.81112,10.9557,-1.03674,0.94449,2.1932,0,0,1,1,-1.80116,0.000113,-0.00492,-1.64694,-0.00025,0.03298,-1.9576,-0.00113,-0.08233,0.36,423.37,0.67102,0.69809,0.10988,0.11735,0.13661,0.14748,0.08248,0.03708
15,77,1.2159,0.87192,10.9557,-1.03674,0.94449,2.1932,0,0,1,1,-1.80525,5.9e-05,-0.00779,-2.29307,-0.00541,0.19879,-3.3415,-0.00855,0.24871,1.57,83.62,0.73349,0.73049,0.11886,0.11657,0.10675,0.11436,0.0409,0.03859
15,82,1.267,0.8495,11.6101,-0.98232,0.93252,2.7295,0,0,1,1,-1.89129,-0.000468,-0.01364,-1.27315,0.00014,0.01875,-2.0256,-0.00115,-0.18576,0.44,509.09,0.65246,0.68015,0.09617,0.07426,0.18856,0.22996,0.0628,0.01563
15,86,1.2059,0.83609,5.6472,-0.85349,0.93176,1.8758,0,0,1,1,-1.85834,-0.000337,-0.00649,-1.50842,2e-05,0.03656,-2.145,-0.0012,-0.07446,0.48,362.28,0.66991,0.6856,0.1033,0.09105,0.15774,0.18992,0.06906,0.03343
15,87,1.267,0.8495,11.6101,-0.98232,0.93252,2.7295,0,0,1,1,-1.89129,-0.000468,-0.01364,-1.27315,0.00014,0.01875,-2.0256,-0.00115,-0.18576,0.44,509.09,0.65246,0.68015,0.09617,0.07426,0.18856,0.22996,0.0628,0.01563
15,91,0.6137,0.98424,8.2093,-0.9376,0.94411,2.1757,0,0,1,1,-1.86722,-0.004253,0.03995,-0.81448,0.0051,-0.20731,-3.5219,-0.0112,0.39194,0.95,45.7,0.65292,0.67606,0.10793,0.10064,0.20076,0.16752,0.03839,0.05578
15,94,1.5119,0.8097,22.6137,-1.274,0.98144,1.996,0,0,1,1,-1.90715,-0.000683,-0.01519,-2.55804,-0.00105,0.29661,-1.4609,-0.00059,-0.30459,0.28,496.33,0.70854,0.70751,0.10257,0.06812,0.08987,0.20594,0.09902,0.01843
15,96,2.429,0.71104,1.2575,-0.0433,0,1.0891,0,0,1,1,-1.14518,0.001638,-0.21559,-0.55757,0.003,-0.21249,-0.983,0.00557,-0.55742,32.49,205.77,0.66432,0.64915,0.10205,0.09129,0.19412,0.22088,0.03951,0.03868
15,101,1.5119,0.8097,22.6137,-1.274,0.98144,1.996,0,0,1,1,-1.1698,-0.000233,-0.16094,2.08246,0.00759,-0.81972,2.0614,0.00393,-1.09915,105.21,278.28,0.63,0.55194,0.08953,0.06471,0.23785,0.35722,0.04262,0.02613
15,103,2.0544,0.79885,22.6137,-1.274,0.98144,1.996,0,0,1,1,-4.09005,-0.073581,0.94423,-5.82209,-0.13924,2.17944,5.85,0.31966,-4.82148,1.99,25.3,0.76818,0.77249,0.06966,0.05034,0.11943,0.11434,0.04273,0.06282
15,106,1.0556,0.91532,8.7323,-0.79754,0.82898,2.346,0,0,1,1,-1.74167,-0.000794,-0.01827,-1.51125,0.00213,0.0114,-2.4129,-0.00099,-0.03952,0.28,187.48,0.67624,0.64657,0.11492,0.08868,0.15215,0.22566,0.05669,0.03909
15,108,1.2408,0.84944,8.8047,-0.90702,0.91677,2.2809,0,0,1,1,-2.2001,-0.000475,-0.00511,-1.44977,-0.00016,0.06252,-2.3758,-0.00052,-0.16338,1.64,496.33,0.69356,0.69911,0.07604,0.05928,0.18312,0.22345,0.04727,0.01817
15,110,1.1568,0.87903,3.1677,-0.60298,0.86675,1.5848,0,0,1,1,-1.13506,0.00053,-0.19121,-2.46251,-0.00109,0.29721,-1.9628,-0.00019,-0.20425,8.8,377.2,0.68415,0.66846,0.13374,0.08418,0.12599,0.22138,0.05613,0.02598
15,111,1.1568,0.87903,3.1677,-0.60298,0.86675,1.5848,0,0,1,1,-1.13506,0.00053,-0.19121,-2.46251,-0.00109,0.29721,-1.9628,-0.00019,-0.20425,8.8,377.2,0.68415,0.66846,0.13374,0.08418,0.12599,0.22138,0.05613,0.02598
15,113,1.1568,0.87903,3.1677,-0.60298,0.86675,1.5848,0,0,1,1,-1.13506,0.00053,-0.19121,-2.46251,-0.00109,0.29721,-1.9628,-0.00019,-0.20425,8.8,377.2,0.68415,0.66846,0.13374,0.08418,0.12599,0.22138,0.05613,0.02598
15,117,1.1568,0.87903,3.1677,-0.60298,0.86675,1.5848,0,0,1,1,-1.13506,0.00053,-0.19121,-2.46251,-0.00109,0.29721,-1.9628,-0.00019,-0.20425,8.8,377.2,0.68415,0.66846,0.13374,0.08418,0.12599,0.22138,0.05613,0.02598
15,122,1.4368,0.80886,23.3159,-1.42244,1.05277,2.8975,0,0,1,1,-2.05141,-0.000465,0.03387,-1.53047,-0.00133,0.05057,-2.2086,0.00148,-0.20687,4.49,136.23,0.69016,0.70283,0.09555,0.10029,0.16638,0.16297,0.04792,0.03392
15,123,1.4368,0.80886,23.3159,-1.42244,1.05277,2.8975,0,0,1,1,-2.05141,-0.000465,0.03387,-1.53047,-0.00133,0.05057,-2.2086,0.00148,-0.20687,4.49,136.23,0.69016,0.70283,0.09555,0.10029,0.16638,0.16297,0.04792,0.03392
15,124,1.4368,0.80886,23.3159,-1.42244,1.05277,2.8975,0,0,1,1,-2.05141,-0.000465,0.03387,-1.53047,-0.00133,0.05057,-2.2086,0.00148,-0.20687,4.49,136.23,0.69016,0.70283,0.09555,0.10029,0.16638,0.16297,0.04792,0.03392
15,131,0.5791,1.02096,7.0569,-0.75857,0.84593,2.3846,0,0,1,1,-1.89022,-0.000171,-0.00975,-1.67326,0.00194,0.0135,-3.5831,-0.00603,0.28092,1.67,240.92,0.72034,0.67098,0.10677,0.09218,0.13912,0.21638,0.03377,0.02046
15,132,3.9792,0.61959,100,-1.72498,1.03094,1.9924,0,0,1,1,-3.97767,-0.005974,0.4947,-1.9014,0.00098,0.08252,-1.7522,0.00217,-0.17292,0.43,117.78,0.74378,0.6911,0.03209,0.06918,0.12779,0.1724,0.09634,0.06731
15,136,0.8042,0.89366,8.3241,-1.17189,1.00026,2.2114,0,0,1,1,-1.22067,0.000486,-0.13217,-1.61616,-0.00037,0.06404,-2.4116,-0.00107,-0.0947,5.91,463.34,0.65884,0.69324,0.14214,0.11363,0.1522,0.17197,0.04682,0.02116
15,145,0.8824,0.90855,2.3139,-0.28039,0.3978,1.7205,0,0,1,1,-1.91578,-0.000858,0.02312,-1.92947,-0.00051,0.16074,-3.0046,-0.00288,0.06505,11.31,296.21,0.69483,0.67884,0.10806,0.08846,0.15714,0.21191,0.03997,0.02079
15,146,1.2359,0.81642,11.9745,-1.08662,0.9528,2.5432,0,0,1,1,-1.75614,-0.000647,-0.00681,-2.14248,-0.00071,0.12346,-2.9569,-0.00146,0.04934,2.08,384.37,0.72648,0.7376,0.12364,0.09538,0.10841,0.13762,0.04146,0.0294
15,147,1.2359,0.81642,11.9745,-1.08662,0.9528,2.5432,0,0,1,1,-1.75614,-0.000647,-0.00681,-2.14248,-0.00071,0.12346,-2.9569,-0.00146,0.04934,2.08,384.37,0.72648,0.7376,0.12364,0.09538,0.10841,0.13762,0.04146,0.0294
15,153,2.91,0.64885,33.3279,-1.52852,1.051,1.9152,0,0,1,1,-1.29305,0.000417,-0.06675,-1.62733,-0.001,0.00488,-2.4031,-0.00353,-0.01772,0.35,121.39,0.65313,0.69382,0.16028,0.145,0.12932,0.12366,0.05727,0.03753
15,168,3.5074,0.69873,5.5532,-0.78239,0.84909,1.8035,0,0,1,1,-3.64162,-0.001001,0.31513,-1.73045,0.00329,-0.03193,-2.6945,-0.0059,0.23406,0.47,139.09,0.76152,0.6928,0.03408,0.07566,0.12802,0.1656,0.07639,0.06594
15,171,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,177,1.0212,0.84163,13.0114,-1.0724,0.95665,2.5225,0,0,1,1,-1.41617,0.000173,-0.05252,-1.57953,-8.00E-05,-0.02379,-1.9148,-0.00145,-0.11888,0.32,620.18,0.64891,0.72006,0.14423,0.13874,0.12851,0.12109,0.07836,0.02011
16,2,0.7504,0.92148,7.2353,-0.9335,0.93578,2.5082,0,0,1,1,-1.51002,0.000245,-0.09619,-1.04388,-3.00E-04,-0.1708,-0.1467,-0.00154,-0.32618,0.187,375.34,0.51047,0.75731,0.09626,0.10358,0.13567,0.0863,0.25759,0.05281
16,6,0.9191,0.85078,5.1837,-0.53024,0.4818,2.7463,0,0,1,1,-1.39419,-0.000118,-0.1105,-1.10972,-0.00035,-0.10749,0.8504,0.0013,-0.61099,0.715,273.02,0.43756,0.7144,0.08951,0.09214,0.11957,0.11685,0.35337,0.07661
16,13,0.6137,0.9137,5.26,-1.23636,1.00155,1.0808,0,0,1,1,-1.06148,0.000139,-0.15714,0.25895,0.00066,-0.36713,0.187,0.00049,-0.49077,65.923,789.03,0.61895,0.71902,0.11061,0.09719,0.17525,0.13563,0.09519,0.04816
16,14,0.8415,0.89758,13.845,-1.08931,0.93236,3.1548,0,0,1,1,-1.60719,0.000316,-0.14643,-1.3798,-0.00023,-0.14036,-0.8753,-0.00105,-0.2788,0.229,384.87,0.61746,0.80194,0.09715,0.07577,0.12317,0.08003,0.16222,0.04227
16,20,0.4404,0.99378,2.899,-0.70887,0.92668,2.1394,0,0,1,1,-1.50332,-0.00074,-0.09877,-0.90641,-9.00E-05,-0.18024,0.514,7e-05,-0.49473,1.019,697.2,0.46159,0.79695,0.08591,0.05538,0.13492,0.09297,0.31758,0.05471
16,29,0.5692,0.95279,3.5103,-0.58251,0.76747,3.2691,0,0,1,1,-1.5612,0.000708,-0.0606,-0.84563,-0.00018,-0.18717,0.5212,-0.00056,-0.49458,0.322,235.17,0.4464,0.70247,0.08468,0.12494,0.14014,0.10359,0.32878,0.069
16,37,1.05,0.86168,0,-0.5,1,1,0,0,1,1,-1.38032,0.000455,-0.10155,-1.61275,-0.00033,0.06642,-1.2011,0.00037,-0.25811,2.43,577.77,0.62019,0.66935,0.12738,0.11469,0.14113,0.16787,0.1113,0.04809
16,44,1.1018,0.83494,11.4145,-1.08262,0.99561,2.3292,0,0,1,1,-1.86554,0.000196,-0.06568,-1.38585,0.00074,-0.10448,-1.6028,-0.00099,-0.11724,0.32,263.16,0.66039,0.73372,0.09161,0.08283,0.13874,0.12435,0.10926,0.0591
16,49,0.6059,0.90517,2.3651,-0.41461,0.68885,1.8173,0,0,1,1,-1.82056,-0.000254,-0.01124,-0.41164,-0.00016,-0.18653,-0.2312,-0.00022,-0.30036,1.813,552.36,0.48373,0.7031,0.07663,0.09215,0.22401,0.13096,0.21563,0.07378
16,62,0.6418,0.93112,18.2911,-1.17248,0.9448,4.3419,0,0,1,1,-1.43265,0.000108,-0.04296,-1.23489,-6.00E-05,-0.11775,-0.4417,-0.00161,-0.39561,0.302,571.15,0.55762,0.7424,0.12389,0.14343,0.13327,0.09879,0.18522,0.01538
16,63,0.6418,0.93112,18.2911,-1.17248,0.9448,4.3419,0,0,1,1,-1.43265,0.000108,-0.04296,-1.23489,-6.00E-05,-0.11775,-0.4417,-0.00161,-0.39561,0.302,571.15,0.55762,0.7424,0.12389,0.14343,0.13327,0.09879,0.18522,0.01538
16,65,0.4819,0.97985,6.2892,-0.82426,0.9099,2.5863,0,0,1,1,-0.86562,0.000901,-0.21984,0.89076,0.00115,-0.5164,-0.7094,-0.00021,-0.49709,140.85,422.01,0.70501,0.73643,0.11264,0.1197,0.15407,0.12756,0.02828,0.01632
16,68,0.6418,0.93112,18.2911,-1.17248,0.9448,4.3419,0,0,1,1,-1.04499,0.000362,-0.12812,-2.02687,-5.00E-04,0.08718,-1.7801,-0.00107,-0.18382,3.61,558.18,0.64977,0.71786,0.17366,0.13728,0.10309,0.12406,0.07347,0.02081
16,76,0.8903,0.90144,3.4021,-0.60029,0.80228,2.226,0,0,1,1,-1.738,-0.000313,-0.00256,-1.32662,0.00045,-0.07681,-0.4691,0.00031,-0.42526,0.298,299.6,0.58258,0.70728,0.10201,0.1116,0.13604,0.13842,0.17937,0.0427
16,81,1.0903,0.88922,0,-0.5,1,1,0,0,1,1,-1.89129,-0.000468,-0.01364,-1.27315,0.00014,0.01875,-2.0256,-0.00115,-0.18576,0.44,509.09,0.65246,0.68015,0.09617,0.07426,0.18856,0.22996,0.0628,0.01563
16,82,1.2094,0.87917,0,-0.5,1,1,0,0,1,1,-1.89129,-0.000468,-0.01364,-1.27315,0.00014,0.01875,-2.0256,-0.00115,-0.18576,0.44,509.09,0.65246,0.68015,0.09617,0.07426,0.18856,0.22996,0.0628,0.01563
16,86,0.6954,0.96258,1.2033,-0.03604,0,1.1122,0,0,1,1,-1.85834,-0.000337,-0.00649,-1.50842,2e-05,0.03656,-2.145,-0.0012,-0.07446,0.48,362.28,0.66991,0.6856,0.1033,0.09105,0.15774,0.18992,0.06906,0.03343
16,171,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,178,1.0903,0.88922,1.0503,-0.00645,0,1.0356,0,0,1,1,-1.84543,-0.000579,-0.01429,-1.51825,0.00018,0.05744,-1.9691,-0.00203,-0.14232,0.44,509.09,0.66435,0.67928,0.1024,0.07307,0.16044,0.23375,0.0728,0.0139
16,179,1.0903,0.88922,1.0503,-0.00645,0,1.0356,0,0,1,1,-1.84543,-0.000579,-0.01429,-1.51825,0.00018,0.05744,-1.9691,-0.00203,-0.14232,0.44,509.09,0.66435,0.67928,0.1024,0.07307,0.16044,0.23375,0.0728,0.0139
16,191,1.0903,0.88922,1.0503,-0.00645,0,1.0356,0,0,1,1,-1.84543,-0.000579,-0.01429,-1.51825,0.00018,0.05744,-1.9691,-0.00203,-0.14232,0.44,509.09,0.66435,0.67928,0.1024,0.07307,0.16044,0.23375,0.0728,0.0139
