"Age","Volume","StateClassId"
142,1446.26368985262,"Forest: Redwood Group"
143,1450.85087878293,"Forest: Redwood Group"
144,1455.39242442076,"Forest: Redwood Group"
145,1459.88878092446,"Forest: Redwood Group"
146,1464.34039793343,"Forest: Redwood Group"
147,1468.74772061307,"Forest: Redwood Group"
148,1473.11118969932,"Forest: Redwood Group"
149,1477.43124154274,"Forest: Redwood Group"
150,1481.7083081521,"Forest: Redwood Group"
151,1485.94281723764,"Forest: Redwood Group"
152,1490.13519225378,"Forest: Redwood Group"
153,1494.28585244153,"Forest: Redwood Group"
154,1498.39521287035,"Forest: Redwood Group"
155,1502.46368447973,"Forest: Redwood Group"
156,1506.49167412021,"Forest: Redwood Group"
157,1510.4795845941,"Forest: Redwood Group"
158,1514.42781469579,"Forest: Redwood Group"
159,1518.33675925157,"Forest: Redwood Group"
160,1522.20680915915,"Forest: Redwood Group"
161,1526.03835142676,"Forest: Redwood Group"
162,1529.8317692118,"Forest: Redwood Group"
163,1533.58744185923,"Forest: Redwood Group"
164,1537.30574493943,"Forest: Redwood Group"
165,1540.98705028581,"Forest: Redwood Group"
166,1544.63172603197,"Forest: Redwood Group"
167,1548.24013664853,"Forest: Redwood Group"
168,1551.81264297955,"Forest: Redwood Group"
169,1555.34960227865,"Forest: Redwood Group"
170,1558.8513682447,"Forest: Redwood Group"
171,1562.31829105722,"Forest: Redwood Group"
172,1565.75071741137,"Forest: Redwood Group"
173,1569.14899055265,"Forest: Redwood Group"
174,1572.51345031121,"Forest: Redwood Group"
175,1575.84443313583,"Forest: Redwood Group"
176,1579.14227212757,"Forest: Redwood Group"
177,1582.40729707307,"Forest: Redwood Group"
178,1585.63983447755,"Forest: Redwood Group"
179,1588.84020759745,"Forest: Redwood Group"
180,1592.00873647273,"Forest: Redwood Group"
181,1595.14573795894,"Forest: Redwood Group"
182,1598.25152575883,"Forest: Redwood Group"
183,1601.32641045377,"Forest: Redwood Group"
184,1604.37069953479,"Forest: Redwood Group"
185,1607.38469743334,"Forest: Redwood Group"
186,1610.36870555173,"Forest: Redwood Group"
187,1613.32302229324,"Forest: Redwood Group"
188,1616.24794309201,"Forest: Redwood Group"
189,1619.14376044257,"Forest: Redwood Group"
190,1622.01076392905,"Forest: Redwood Group"
191,1624.84924025421,"Forest: Redwood Group"
192,1627.65947326803,"Forest: Redwood Group"
193,1630.44174399615,"Forest: Redwood Group"
194,1633.19633066798,"Forest: Redwood Group"
195,1635.92350874447,"Forest: Redwood Group"
196,1638.62355094571,"Forest: Redwood Group"
197,1641.29672727816,"Forest: Redwood Group"
198,1643.94330506168,"Forest: Redwood Group"
199,1646.56354895626,"Forest: Redwood Group"
200,1649.15772098847,"Forest: Redwood Group"
201,1651.72608057768,"Forest: Redwood Group"
202,1654.26888456199,"Forest: Redwood Group"
203,1656.7863872239,"Forest: Redwood Group"
204,1659.2788403158,"Forest: Redwood Group"
205,1661.74649308505,"Forest: Redwood Group"
206,1664.18959229901,"Forest: Redwood Group"
207,1666.60838226961,"Forest: Redwood Group"
208,1669.00310487789,"Forest: Redwood Group"
209,1671.37399959808,"Forest: Redwood Group"
210,1673.72130352165,"Forest: Redwood Group"
211,1676.04525138094,"Forest: Redwood Group"
212,1678.34607557267,"Forest: Redwood Group"
213,1680.62400618118,"Forest: Redwood Group"
214,1682.87927100142,"Forest: Redwood Group"
215,1685.11209556176,"Forest: Redwood Group"
216,1687.32270314652,"Forest: Redwood Group"
217,1689.5113148183,"Forest: Redwood Group"
218,1691.67814944008,"Forest: Redwood Group"
219,1693.82342369714,"Forest: Redwood Group"
220,1695.94735211869,"Forest: Redwood Group"
221,1698.05014709934,"Forest: Redwood Group"
222,1700.13201892033,"Forest: Redwood Group"
223,1702.1931757706,"Forest: Redwood Group"
224,1704.23382376754,"Forest: Redwood Group"
225,1706.25416697765,"Forest: Redwood Group"
226,1708.25440743693,"Forest: Redwood Group"
227,1710.2347451711,"Forest: Redwood Group"
228,1712.19537821559,"Forest: Redwood Group"
229,1714.13650263533,"Forest: Redwood Group"
230,1716.05831254437,"Forest: Redwood Group"
231,1717.96100012532,"Forest: Redwood Group"
232,1719.84475564851,"Forest: Redwood Group"
233,1721.70976749108,"Forest: Redwood Group"
234,1723.55622215575,"Forest: Redwood Group"
235,1725.38430428953,"Forest: Redwood Group"
236,1727.19419670216,"Forest: Redwood Group"
237,1728.98608038438,"Forest: Redwood Group"
238,1730.76013452607,"Forest: Redwood Group"
239,1732.51653653411,"Forest: Redwood Group"
240,1734.25546205017,"Forest: Redwood Group"
241,1735.97708496824,"Forest: Redwood Group"
242,1737.68157745206,"Forest: Redwood Group"
243,1739.36910995229,"Forest: Redwood Group"
244,1741.03985122359,"Forest: Redwood Group"
245,1742.69396834148,"Forest: Redwood Group"
246,1744.33162671905,"Forest: Redwood Group"
247,1745.9529901235,"Forest: Redwood Group"
248,1747.55822069252,"Forest: Redwood Group"
249,1749.1474789505,"Forest: Redwood Group"
250,1750.72092382461,"Forest: Redwood Group"
251,1752.27871266063,"Forest: Redwood Group"
252,1753.82100123875,"Forest: Redwood Group"
253,1755.34794378911,"Forest: Redwood Group"
254,1756.85969300724,"Forest: Redwood Group"
255,1758.35640006932,"Forest: Redwood Group"
256,1759.8382146473,"Forest: Redwood Group"
257,1761.30528492388,"Forest: Redwood Group"
258,1762.75775760731,"Forest: Redwood Group"
259,1764.19577794606,"Forest: Redwood Group"
260,1765.61948974337,"Forest: Redwood Group"
261,1767.0290353716,"Forest: Redwood Group"
262,1768.42455578649,"Forest: Redwood Group"
263,1769.80619054125,"Forest: Redwood Group"
264,1771.1740778005,"Forest: Redwood Group"
265,1772.5283543541,"Forest: Redwood Group"
266,1773.86915563085,"Forest: Redwood Group"
267,1775.19661571199,"Forest: Redwood Group"
268,1776.51086734463,"Forest: Redwood Group"
269,1777.81204195503,"Forest: Redwood Group"
270,1779.10026966173,"Forest: Redwood Group"
271,1780.37567928858,"Forest: Redwood Group"
272,1781.63839837761,"Forest: Redwood Group"
273,1782.88855320177,"Forest: Redwood Group"
274,1784.1262687776,"Forest: Redwood Group"
275,1785.35166887767,"Forest: Redwood Group"
276,1786.56487604302,"Forest: Redwood Group"
277,1787.76601159539,"Forest: Redwood Group"
278,1788.95519564931,"Forest: Redwood Group"
279,1790.1325471242,"Forest: Redwood Group"
280,1791.29818375617,"Forest: Redwood Group"
281,1792.45222210987,"Forest: Redwood Group"
282,1793.59477759009,"Forest: Redwood Group"
283,1794.72596445334,"Forest: Redwood Group"
284,1795.84589581923,"Forest: Redwood Group"
285,1796.95468368184,"Forest: Redwood Group"
286,1798.05243892088,"Forest: Redwood Group"
287,1799.13927131279,"Forest: Redwood Group"
288,1800.21528954171,"Forest: Redwood Group"
289,1801.28060121037,"Forest: Redwood Group"
290,1802.33531285082,"Forest: Redwood Group"
291,1803.37952993509,"Forest: Redwood Group"
292,1804.41335688578,"Forest: Redwood Group"
293,1805.43689708643,"Forest: Redwood Group"
294,1806.45025289192,"Forest: Redwood Group"
295,1807.45352563867,"Forest: Redwood Group"
296,1808.4468156548,"Forest: Redwood Group"
297,1809.43022227014,"Forest: Redwood Group"
298,1810.40384382616,"Forest: Redwood Group"
299,1811.36777768583,"Forest: Redwood Group"
300,1812.32212024334,"Forest: Redwood Group"
301,1813.26696693375,"Forest: Redwood Group"
302,1814.2024122425,"Forest: Redwood Group"
303,1815.12854971491,"Forest: Redwood Group"
304,1816.04547196551,"Forest: Redwood Group"
305,1816.95327068726,"Forest: Redwood Group"
306,1817.85203666082,"Forest: Redwood Group"
307,1818.74185976352,"Forest: Redwood Group"
308,1819.62282897841,"Forest: Redwood Group"
309,1820.49503240315,"Forest: Redwood Group"
310,1821.35855725881,"Forest: Redwood Group"
311,1822.2134898986,"Forest: Redwood Group"
312,1823.05991581649,"Forest: Redwood Group"
313,1823.89791965577,"Forest: Redwood Group"
314,1824.72758521754,"Forest: Redwood Group"
315,1825.54899546903,"Forest: Redwood Group"
316,1826.36223255196,"Forest: Redwood Group"
317,1827.16737779072,"Forest: Redwood Group"
318,1827.96451170049,"Forest: Redwood Group"
319,1828.75371399533,"Forest: Redwood Group"
320,1829.53506359614,"Forest: Redwood Group"
321,1830.30863863852,"Forest: Redwood Group"
322,1831.07451648062,"Forest: Redwood Group"
323,1831.83277371086,"Forest: Redwood Group"
324,1832.5834861556,"Forest: Redwood Group"
325,1833.32672888671,"Forest: Redwood Group"
326,1834.06257622908,"Forest: Redwood Group"
327,1834.79110176806,"Forest: Redwood Group"
328,1835.51237835681,"Forest: Redwood Group"
329,1836.22647812359,"Forest: Redwood Group"
330,1836.93347247896,"Forest: Redwood Group"
331,1837.63343212297,"Forest: Redwood Group"
332,1838.32642705214,"Forest: Redwood Group"
333,1839.01252656656,"Forest: Redwood Group"
334,1839.69179927675,"Forest: Redwood Group"
335,1840.36431311054,"Forest: Redwood Group"
336,1841.03013531988,"Forest: Redwood Group"
337,1841.68933248754,"Forest: Redwood Group"
338,1842.34197053379,"Forest: Redwood Group"
339,1842.98811472298,"Forest: Redwood Group"
340,1843.62782967007,"Forest: Redwood Group"
341,1844.26117934708,"Forest: Redwood Group"
342,1844.88822708951,"Forest: Redwood Group"
343,1845.50903560265,"Forest: Redwood Group"
344,1846.12366696788,"Forest: Redwood Group"
345,1846.73218264884,"Forest: Redwood Group"
346,1847.33464349761,"Forest: Redwood Group"
347,1847.93110976077,"Forest: Redwood Group"
348,1848.52164108545,"Forest: Redwood Group"
349,1849.10629652528,"Forest: Redwood Group"
350,1849.68513454628,"Forest: Redwood Group"
351,1850.25821303274,"Forest: Redwood Group"
352,1850.82558929298,"Forest: Redwood Group"
353,1851.38732006511,"Forest: Redwood Group"
354,1851.94346152267,"Forest: Redwood Group"
355,1852.49406928026,"Forest: Redwood Group"
356,1853.03919839913,"Forest: Redwood Group"
357,1853.57890339264,"Forest: Redwood Group"
358,1854.11323823173,"Forest: Redwood Group"
359,1854.64225635034,"Forest: Redwood Group"
360,1855.16601065073,"Forest: Redwood Group"
361,1855.68455350875,"Forest: Redwood Group"
362,1856.19793677912,"Forest: Redwood Group"
363,1856.7062118006,"Forest: Redwood Group"
364,1857.20942940112,"Forest: Redwood Group"
365,1857.70763990286,"Forest: Redwood Group"
366,1858.20089312727,"Forest: Redwood Group"
367,1858.68923840009,"Forest: Redwood Group"
368,1859.17272455627,"Forest: Redwood Group"
369,1859.65139994481,"Forest: Redwood Group"
370,1860.12531243365,"Forest: Redwood Group"
371,1860.59450941444,"Forest: Redwood Group"
372,1861.05903780727,"Forest: Redwood Group"
373,1861.51894406536,"Forest: Redwood Group"
374,1861.97427417972,"Forest: Redwood Group"
375,1862.42507368375,"Forest: Redwood Group"
376,1862.87138765777,"Forest: Redwood Group"
377,1863.31326073354,"Forest: Redwood Group"
378,1863.75073709875,"Forest: Redwood Group"
379,1864.18386050139,"Forest: Redwood Group"
380,1864.61267425417,"Forest: Redwood Group"
381,1865.03722123882,"Forest: Redwood Group"
382,1865.45754391039,"Forest: Redwood Group"
383,1865.8736843015,"Forest: Redwood Group"
384,1866.28568402654,"Forest: Redwood Group"
385,1866.69358428581,"Forest: Redwood Group"
386,1867.09742586969,"Forest: Redwood Group"
387,1867.49724916268,"Forest: Redwood Group"
388,1867.89309414742,"Forest: Redwood Group"
389,1868.28500040876,"Forest: Redwood Group"
390,1868.67300713765,"Forest: Redwood Group"
391,1869.05715313507,"Forest: Redwood Group"
392,1869.43747681596,"Forest: Redwood Group"
393,1869.81401621299,"Forest: Redwood Group"
394,1870.18680898042,"Forest: Redwood Group"
395,1870.55589239784,"Forest: Redwood Group"
396,1870.92130337389,"Forest: Redwood Group"
397,1871.28307844999,"Forest: Redwood Group"
398,1871.64125380393,"Forest: Redwood Group"
399,1871.99586525355,"Forest: Redwood Group"
400,1872.34694826029,"Forest: Redwood Group"
401,1872.69453793275,"Forest: Redwood Group"
402,1873.03866903019,"Forest: Redwood Group"
403,1873.37937596598,"Forest: Redwood Group"
404,1873.71669281113,"Forest: Redwood Group"
405,1874.05065329759,"Forest: Redwood Group"
406,1874.38129082168,"Forest: Redwood Group"
407,1874.70863844744,"Forest: Redwood Group"
408,1875.03272890991,"Forest: Redwood Group"
409,1875.35359461839,"Forest: Redwood Group"
410,1875.67126765973,"Forest: Redwood Group"
411,1875.98577980149,"Forest: Redwood Group"
412,1876.29716249516,"Forest: Redwood Group"
413,1876.60544687925,"Forest: Redwood Group"
414,1876.91066378248,"Forest: Redwood Group"
415,1877.21284372677,"Forest: Redwood Group"
416,1877.51201693038,"Forest: Redwood Group"
417,1877.80821331087,"Forest: Redwood Group"
418,1878.10146248814,"Forest: Redwood Group"
419,1878.39179378733,"Forest: Redwood Group"
420,1878.67923624184,"Forest: Redwood Group"
421,1878.96381859613,"Forest: Redwood Group"
422,1879.24556930869,"Forest: Redwood Group"
423,1879.52451655482,"Forest: Redwood Group"
424,1879.80068822947,"Forest: Redwood Group"
425,1880.07411195004,"Forest: Redwood Group"
426,1880.34481505914,"Forest: Redwood Group"
427,1880.6128246273,"Forest: Redwood Group"
428,1880.8781674557,"Forest: Redwood Group"
429,1881.14087007884,"Forest: Redwood Group"
430,1881.40095876721,"Forest: Redwood Group"
431,1881.65845952989,"Forest: Redwood Group"
432,1881.91339811717,"Forest: Redwood Group"
433,1882.16580002312,"Forest: Redwood Group"
434,1882.41569048815,"Forest: Redwood Group"
435,1882.6630945015,"Forest: Redwood Group"
436,1882.90803680379,"Forest: Redwood Group"
437,1883.15054188945,"Forest: Redwood Group"
438,1883.3906340092,"Forest: Redwood Group"
439,1883.62833717243,"Forest: Redwood Group"
440,1883.86367514968,"Forest: Redwood Group"
441,1884.09667147492,"Forest: Redwood Group"
442,1884.32734944799,"Forest: Redwood Group"
443,1884.55573213688,"Forest: Redwood Group"
444,1884.78184238005,"Forest: Redwood Group"
445,1885.0057027887,"Forest: Redwood Group"
446,1885.22733574908,"Forest: Redwood Group"
447,1885.44676342465,"Forest: Redwood Group"
448,1885.66400775837,"Forest: Redwood Group"
449,1885.87909047485,"Forest: Redwood Group"
450,1886.09203308254,"Forest: Redwood Group"
451,1886.30285687589,"Forest: Redwood Group"
452,1886.51158293744,"Forest: Redwood Group"
453,1886.71823213998,"Forest: Redwood Group"
454,1886.9228251486,"Forest: Redwood Group"
455,1887.12538242277,"Forest: Redwood Group"
456,1887.32592421838,"Forest: Redwood Group"
457,1887.52447058979,"Forest: Redwood Group"
458,1887.72104139179,"Forest: Redwood Group"
459,1887.91565628164,"Forest: Redwood Group"
460,1888.10833472098,"Forest: Redwood Group"
461,1888.29909597781,"Forest: Redwood Group"
462,1888.48795912842,"Forest: Redwood Group"
463,1888.67494305928,"Forest: Redwood Group"
464,1888.86006646895,"Forest: Redwood Group"
465,1889.04334786991,"Forest: Redwood Group"
466,1889.22480559047,"Forest: Redwood Group"
467,1889.40445777653,"Forest: Redwood Group"
468,1889.58232239348,"Forest: Redwood Group"
469,1889.75841722792,"Forest: Redwood Group"
470,1889.93275988948,"Forest: Redwood Group"
471,1890.10536781257,"Forest: Redwood Group"
472,1890.27625825813,"Forest: Redwood Group"
473,1890.44544831535,"Forest: Redwood Group"
474,1890.61295490337,"Forest: Redwood Group"
475,1890.77879477299,"Forest: Redwood Group"
476,1890.94298450834,"Forest: Redwood Group"
477,1891.10554052852,"Forest: Redwood Group"
478,1891.26647908928,"Forest: Redwood Group"
479,1891.42581628461,"Forest: Redwood Group"
480,1891.58356804835,"Forest: Redwood Group"
481,1891.73975015581,"Forest: Redwood Group"
482,1891.89437822534,"Forest: Redwood Group"
483,1892.04746771987,"Forest: Redwood Group"
484,1892.19903394848,"Forest: Redwood Group"
485,1892.34909206791,"Forest: Redwood Group"
486,1892.49765708411,"Forest: Redwood Group"
487,1892.6447438537,"Forest: Redwood Group"
488,1892.79036708548,"Forest: Redwood Group"
489,1892.93454134189,"Forest: Redwood Group"
490,1893.07728104049,"Forest: Redwood Group"
491,1893.21860045535,"Forest: Redwood Group"
492,1893.35851371854,"Forest: Redwood Group"
493,1893.4970348215,"Forest: Redwood Group"
494,1893.63417761645,"Forest: Redwood Group"
495,1893.7699558178,"Forest: Redwood Group"
496,1893.90438300347,"Forest: Redwood Group"
497,1894.03747261629,"Forest: Redwood Group"
498,1894.16923796534,"Forest: Redwood Group"
499,1894.29969222726,"Forest: Redwood Group"
500,1894.42884844758,"Forest: Redwood Group"
501,1894.55671954205,"Forest: Redwood Group"
502,1894.68331829786,"Forest: Redwood Group"
503,1894.808657375,"Forest: Redwood Group"
504,1894.93274930749,"Forest: Redwood Group"
505,1895.05560650462,"Forest: Redwood Group"
506,1895.17724125222,"Forest: Redwood Group"
507,1895.29766571385,"Forest: Redwood Group"
508,1895.41689193207,"Forest: Redwood Group"
509,1895.5349318296,"Forest: Redwood Group"
510,1895.65179721052,"Forest: Redwood Group"
511,1895.76749976148,"Forest: Redwood Group"
512,1895.88205105281,"Forest: Redwood Group"
513,1895.99546253976,"Forest: Redwood Group"
514,1896.10774556355,"Forest: Redwood Group"
515,1896.21891135259,"Forest: Redwood Group"
516,1896.32897102355,"Forest: Redwood Group"
517,1896.43793558248,"Forest: Redwood Group"
518,1896.54581592594,"Forest: Redwood Group"
519,1896.65262284204,"Forest: Redwood Group"
520,1896.75836701157,"Forest: Redwood Group"
521,1896.86305900904,"Forest: Redwood Group"
522,1896.96670930372,"Forest: Redwood Group"
523,1897.06932826074,"Forest: Redwood Group"
524,1897.17092614208,"Forest: Redwood Group"
525,1897.27151310761,"Forest: Redwood Group"
526,1897.37109921611,"Forest: Redwood Group"
527,1897.46969442627,"Forest: Redwood Group"
528,1897.5673085977,"Forest: Redwood Group"
529,1897.6639514919,"Forest: Redwood Group"
530,1897.75963277323,"Forest: Redwood Group"
531,1897.8543620099,"Forest: Redwood Group"
532,1897.94814867493,"Forest: Redwood Group"
533,1898.04100214704,"Forest: Redwood Group"
534,1898.13293171167,"Forest: Redwood Group"
535,1898.22394656184,"Forest: Redwood Group"
536,1898.31405579913,"Forest: Redwood Group"
537,1898.40326843452,"Forest: Redwood Group"
538,1898.49159338936,"Forest: Redwood Group"
539,1898.57903949622,"Forest: Redwood Group"
540,1898.66561549977,"Forest: Redwood Group"
541,1898.7513300577,"Forest: Redwood Group"
542,1898.83619174152,"Forest: Redwood Group"
543,1898.92020903749,"Forest: Redwood Group"
544,1899.00339034739,"Forest: Redwood Group"
545,1899.08574398942,"Forest: Redwood Group"
546,1899.16727819903,"Forest: Redwood Group"
547,1899.2480011297,"Forest: Redwood Group"
548,1899.32792085378,"Forest: Redwood Group"
549,1899.40704536333,"Forest: Redwood Group"
550,1899.48538257085,"Forest: Redwood Group"
551,1899.56294031013,"Forest: Redwood Group"
552,1899.63972633701,"Forest: Redwood Group"
553,1899.71574833016,"Forest: Redwood Group"
554,1899.79101389184,"Forest: Redwood Group"
555,1899.86553054866,"Forest: Redwood Group"
556,1899.93930575237,"Forest: Redwood Group"
557,1900.01234688053,"Forest: Redwood Group"
558,1900.08466123732,"Forest: Redwood Group"
559,1900.15625605424,"Forest: Redwood Group"
560,1900.22713849083,"Forest: Redwood Group"
561,1900.29731563539,"Forest: Redwood Group"
562,1900.36679450569,"Forest: Redwood Group"
563,1900.43558204969,"Forest: Redwood Group"
564,1900.50368514618,"Forest: Redwood Group"
565,1900.57111060555,"Forest: Redwood Group"
566,1900.63786517038,"Forest: Redwood Group"
567,1900.70395551619,"Forest: Redwood Group"
568,1900.76938825208,"Forest: Redwood Group"
569,1900.83416992137,"Forest: Redwood Group"
570,1900.89830700227,"Forest: Redwood Group"
571,1900.96180590856,"Forest: Redwood Group"
572,1901.02467299018,"Forest: Redwood Group"
573,1901.08691453388,"Forest: Redwood Group"
574,1901.14853676387,"Forest: Redwood Group"
575,1901.20954584243,"Forest: Redwood Group"
576,1901.26994787052,"Forest: Redwood Group"
577,1901.32974888838,"Forest: Redwood Group"
578,1901.38895487618,"Forest: Redwood Group"
579,1901.44757175455,"Forest: Redwood Group"
580,1901.50560538524,"Forest: Redwood Group"
581,1901.56306157165,"Forest: Redwood Group"
582,1901.61994605946,"Forest: Redwood Group"
583,1901.67626453716,"Forest: Redwood Group"
584,1901.73202263664,"Forest: Redwood Group"
585,1901.78722593376,"Forest: Redwood Group"
586,1901.8418799489,"Forest: Redwood Group"
587,1901.8959901475,"Forest: Redwood Group"
588,1901.94956194063,"Forest: Redwood Group"
589,1902.00260068551,"Forest: Redwood Group"
590,1902.05511168606,"Forest: Redwood Group"
591,1902.10710019343,"Forest: Redwood Group"
592,1902.1585714065,"Forest: Redwood Group"
593,1902.20953047245,"Forest: Redwood Group"
594,1902.25998248722,"Forest: Redwood Group"
595,1902.30993249605,"Forest: Redwood Group"
596,1902.35938549399,"Forest: Redwood Group"
597,1902.40834642638,"Forest: Redwood Group"
598,1902.45682018936,"Forest: Redwood Group"
599,1902.50481163033,"Forest: Redwood Group"
600,1902.55232554849,"Forest: Redwood Group"
0,0,"Forest: Redwood Group"
